artist,role,text
Nicki Minaj,rapper,=== Relationships ===
Nicki Minaj,rapper,"Minaj dated rapper Safaree Samuels from 2003 to 2014. She said he proposed to her but she declined. She dated rapper Meek Mill from early 2015 until January 2017. In December 2018, Minaj began dating her childhood friend Kenneth Petty (born April 7, 1978). She announced their marriage in October 2019, hyphenating his last name to hers. In July 2020, she announced via Instagram that she was expecting her first child. She gave birth to a son on September 30, 2020, whom she refers to publicly as ""Papa Bear""."
Nicki Minaj,rapper,=== Legal issues ===
Nicki Minaj,rapper,"Minaj's husband Kenneth Petty was convicted of attempted rape at age 16 in 1995, serving four years in prison and registering as a sex offender upon release. When Minaj and her husband moved to California, he failed to update his residence on the sex offender registration and was indicted in February 2020; he registered in the state's database by the following month. In August 2021, Jennifer Hough, the woman who accused Petty when they were both 16, filed a lawsuit against the couple alleging harassment, intimidation and infliction of emotional distress, and requested a $20 million default judgement when Minaj did not respond to the lawsuit in time; the court declined it, declaring that Minaj was not in default. Minaj filed a response, calling the allegations ""blatant falsehoods"" and including evidence of discrepancies in Hough's story. Minaj stated that she ""never asked [Hough] to change her story"", ""never offered her any money in return for a statement"", and ""did not threaten her with any type of harm"". She stated that, after her husband's indictment, Hough contacted her via a mutual acquaintance, and in their phone call, indirectly asked Minaj for a payoff, ""mistakenly believ[ing] that I would pay her money to take back her accusation against my husband"". Minaj said she responded by telling Hough that ""the indictment was my husband's problem, not mine, and that he would have to live with the consequences of having chosen years ago to plead guilty to a crime which he did not commit"", and that Hough said ""I'm not saying it didn’t happen, but maybe it was just a misunderstanding"". Hough voluntarily dismissed the case against Minaj."
Nicki Minaj,rapper,"On May 25, 2024, Minaj was detained when marijuana was found in her luggage at Schiphol Airport in Amsterdam, Netherlands, where she was boarding a plane to perform a concert in Manchester, England. She was fined and released the same day."
Nicki Minaj,rapper,"In January 2025, a lawsuit was filed against Minaj by Brandon Garrett, a former tour employee, alleging assault, battery and ""intentional infliction of emotional distress"". He claimed that in April 2024, while he was working as a day-to-day manager on her Pink Friday 2 tour, Minaj struck him multiple times after he had another employee collect her prescription in his place. He alleged that Minaj's former manager, Debra Antney, then informed him that he would not be joining the tour group for their next tour date. Minaj's lawyer, Judd Burstein, denied his allegations, calling them false and frivolous, and expressed confidence that the matter would be resolved in her favor."
Nicki Minaj,rapper,== Discography ==
Nicki Minaj,rapper,Studio albums
Nicki Minaj,rapper,Pink Friday (2010)
Nicki Minaj,rapper,Pink Friday: Roman Reloaded (2012)
Nicki Minaj,rapper,The Pinkprint (2014)
Nicki Minaj,rapper,Queen (2018)
Nicki Minaj,rapper,Pink Friday 2 (2023)
Nicki Minaj,rapper,== Filmography ==
Nicki Minaj,rapper,== Tours ==
Nicki Minaj,rapper,=== Headlining ===
Nicki Minaj,rapper,Pink Friday Tour (2011–2012)
Nicki Minaj,rapper,Pink Friday: Reloaded Tour (2012)
Nicki Minaj,rapper,The Pinkprint Tour (2015–2016)
Nicki Minaj,rapper,Pink Friday 2 World Tour (2024)
Nicki Minaj,rapper,=== Co-headlining ===
Nicki Minaj,rapper,The Nicki Wrld Tour (2019)
Nicki Minaj,rapper,=== Opening act ===
Nicki Minaj,rapper,Lil Wayne – America's Most Wanted Tour (2008)
Nicki Minaj,rapper,Lil Wayne – I Am Music II Tour (2011)
Nicki Minaj,rapper,Britney Spears – Femme Fatale Tour (2011)
Nicki Minaj,rapper,== See also ==
Nicki Minaj,rapper,== Notes ==
Nicki Minaj,rapper,== References ==
Nicki Minaj,rapper,== Further reading ==
Nicki Minaj,rapper,"Hope, Clover (2021). The Motherlode: 100+ Women Who Made Hip-Hop. Harry N. Abrams. ISBN 978-1-4197-4296-5."
Nicki Minaj,rapper,== External links ==
Nicki Minaj,rapper,Official website 
Nicki Minaj,rapper,Nicki Minaj at AllMusic
Nicki Minaj,rapper,Nicki Minaj discography at Discogs
Nicki Minaj,rapper,Nicki Minaj at IMDb
Bruno Mars,singer,"Peter Gene Hernandez (born October 8, 1985), known professionally as Bruno Mars, is an American singer-songwriter, musician, and record producer. He is known for his stage performances, retro showmanship and wide range of musical styles, including pop, R&B, funk, soul, reggae, and rock. Mars is accompanied by his band, the Hooligans, whose members are backup singers and dancers. In 2021, Mars and fellow singer Anderson .Paak formed the musical superduo Silk Sonic."
Bruno Mars,singer,"Mars moved to Los Angeles in 2003 to pursue a musical career. After a brief contract with Motown Records, he was known as a songwriter and co-founder of the production team the Smeezingtons. Mars became known as a recording artist after guest performances on the singles ""Nothin' on You"" (2009) by B.o.B and ""Billionaire"" (2010) by Travie McCoy, which peaked at numbers one and four on the Billboard Hot 100. Mars' pop-influenced debut studio album, Doo-Wops & Hooligans (2010), was supported by three number-one singles: ""Just the Way You Are"", ""Grenade"", and ""The Lazy Song"". His second album, Unorthodox Jukebox (2012), explored several genres and spawned two U.S. number-one singles: ""Locked Out of Heaven"" and ""When I Was Your Man""."
Bruno Mars,singer,"Mars appeared on Mark Ronson's 2014 ""Uptown Funk"", which spent seven weeks atop the UK Singles Chart and fourteen weeks atop the Billboard Hot 100. His third album, the R&B-focused 24K Magic (2016), won seven Grammy Awards which included Album of the Year, Record of the Year, and Song of the Year. The album produced the U.S. number-one single ""That's What I Like"" and the similarly-successful ""24K Magic"" and ""Finesse"" (remixed with Cardi B). Silk Sonic's soul and 1970s R&B-inspired album, An Evening with Silk Sonic (2021), contained the Billboard Hot 100 number-one single ""Leave the Door Open"" which received four Grammy Awards (including Record of the Year and Song of the Year). His 2024 duets ""Die with a Smile"" (with Lady Gaga) and ""Apt."" (with Rosé) were chart-topping singles."
Bruno Mars,singer,"Mars has sold over 130 million records worldwide and is one of the best-selling music artists of all time. Eight of his songs have reached number one on the Billboard Hot 100, and his concert tours are some of the highest-grossing in history. Mars has received 16 Grammy Awards (including three Record of the Year awards), four Brit Awards, eleven American Music Awards and 13 Soul Train Awards, and holds three Guinness World Records and other accolades. He has been on Music Week's best-songwriters (2011) and Billboard's Greatest of All Time Artists (2019) lists, as well as the Time 100 and Forbes Celebrity 100 lists. Mars, the first artist with six diamond-certified songs in the United States, has been regarded as a pop icon."
Bruno Mars,singer,== Life and career ==
Bruno Mars,singer,=== 1985–2003: Early life and musical beginnings ===
Bruno Mars,singer,"Peter Gene Hernandez was born on October 8, 1985, in Honolulu, Hawaii, to Peter Hernandez and Bernadette San Pedro Bayot. He grew up in the Waikiki neighborhood of Honolulu. His father has Puerto Rican and Jewish heritage and is from Brooklyn, New York. Mars has said that his Jewish ancestors were from Hungary and Ukraine. His mother emigrated from the Philippines to Hawaii, and had Filipino and Spanish ancestry. Mars' parents met while performing in a show in which his mother was a hula dancer and his father was a percussionist. At age two, he was nicknamed ""Bruno"" by his father because of his resemblance to professional wrestler Bruno Sammartino."
Bruno Mars,singer,"Mars is one of six children and came from a musical family who exposed him to a diverse mix of musical genres, including rock and roll, reggae, hip hop, and rhythm and blues. His mother was a singer and a dancer and his father performed Little Richard's music, which inspired him as a young child. His uncle, an Elvis impersonator, encouraged the three-year-old Mars to perform songs by Presley and Michael Jackson. Mars began performing five days a week with his family's band (the Love Notes) at age four, and became known in Hawaii for his onstage impersonation of Elvis Presley. He urinated on himself during a performance of Presley's ""Can't Help Falling in Love"" when he was five; his parents though they might be making a mistake, but he never wavered. Mars appeared in the Hawaiian tabloid shopper MidWeek as ""Little Elvis"" in 1990, and performed in the halftime show of the 1990 Aloha Bowl."
Bruno Mars,singer,"He had a cameo role in the 1992 film Honeymoon in Vegas, and was interviewed by Pauly Shore on MTV. When Mars was six years old, he appeared on The Arsenio Hall Show. He performed two shows a night throughout grade school with his family's band, covering Frankie Lymon and Little Anthony songs. The young Mars had a small drum set, guitar, piano and percussion instruments, and learned to play them. His parents divorced when he was 12 (ending the Love Notes), and his father's varied businesses failed. Mars, his brother and father lived in the ""slums of Hawaii"" in a car, on rooftops, and in a closed bird zoo (Paradise Park) where his father had worked. Mars changed schools and was bullied, but later became popular."
Bruno Mars,singer,"His Elvis impersonations had a major impact on his musical evolution and performing technique. Mars began playing guitar, inspired by American rock guitarist Jimi Hendrix. In 2010, he acknowledged his Hawaiian roots and musical family as an influence: ""Growing up in Hawaii made me the man I am. I used to do a lot of shows in Hawaii with my father's band. Everybody in my family sings, everyone plays instruments ... I've just been surrounded by it."" At President Theodore Roosevelt High School in Honolulu, Mars sang in a group (the School Boys) who opened for his father's new band with songs by the Isley Brothers and the Temptations. He became well-known in Hawaiian entertainment in high school, opening for a large magic show and impersonating Michael Jackson for $75 per performance."
Bruno Mars,singer,"After his sister in Los Angeles played a demo for Mike Lynn (head of A&R at Dr. Dre's Aftermath Entertainment label), Lynn summoned Mars to Los Angeles. In 2003, shortly after graduating from high school, Mars pursued a musical career. He lived on Mansfield Avenue, and was surprised by its poverty and squalor. Mars adopted his stage name from his father's childhood nickname, adding ""Mars"" at the end: ""I felt like I didn't have no pizzazz, and a lot of girls say I'm out of this world, so I was like I guess I'm from Mars."" His stage name was also an effort to ""avoid being stereotyped"", since the music industry tried to pigeonhole him as another Latin artist and tried to convince him to sing in Spanish."
Bruno Mars,singer,=== 2004–2008: Career beginnings ===
Bruno Mars,singer,"Shortly after moving to Los Angeles, Mars signed a record contract with Motown Records in 2004, but the deal ""went nowhere"", leading him to have a conversation with will.i.am's management, which also turned out to be fruitless. However, the singer's experience with Motown proved to be beneficial to his career. American songwriter and record producer Philip Lawrence was also signed to the label. After Mars was dropped by the label less than a year after being signed, he stayed in Los Angeles and landed a music publishing deal in 2005 with American record producers Steve Lindsey and Cameron Strang at Westside Independent."
Bruno Mars,singer,"Lindsey showed Mars and fellow songwriters Brody Brown and Jeff Bhasker (who Mars met through Mike Lynn) the ins and outs of writing pop music and acted as a mentor, helping them to hone their craft. Bhasker explained that Lindsey would ""mentor us, and kind of give us lectures as to what a hit pop song is, because you can have talent and music ability, but understanding what makes a hit pop song is a whole other discipline."" Lindsey confessed he ""held Mars back for five years while they learned an extensive catalog of hit music."" In a different interview, Brown corroborated the former story. During this time, Mars played cover songs around Los Angeles in a band called Sex Panther, with Bhasker and Eric Hernandez (the former's brother), who eventually became the drummer of The Hooligans."
Bruno Mars,singer,"When Lawrence was first told he should meet Mars he was reluctant to do so since he did not even have money for bus fare. Keith Harris, the drummer for the American musical group The Black Eyed Peas, told Lawrence: ""Whatever it costs you to get out here, I'll reimburse you."" Lawrence responded: ""Just give me five dollars back for the bus."" The pair began collaborating, writing songs for Mars, but they received many rejections from record labels. In 2006, Lawrence introduced Mars to his future A&R manager at Atlantic Records, Aaron Bay-Schuck. After hearing him play a couple of songs on the guitar Bay-Schuck wanted to sign him immediately. However, it took roughly three years for Atlantic Records to finally sign Mars, because they felt it was too early and that he still needed to develop as an artist."
Bruno Mars,singer,=== 2008–2010: Production work and It's Better If You Don't Understand ===
Bruno Mars,singer,"In 2008, on the verge of giving up, they received a call from Brandon Creed, who was looking for songs for a reunited Menudo. He liked their song ""Lost"", which was written for Mars. The duo did not want to give the song away, but when they were offered $20,000 for it, they agreed. The sale of this song allowed them to continue working, and Mars and Lawrence decided that they would write and produce songs together for other artists. Eventually Creed became the former's manager for nine years."
Bruno Mars,singer,"Before becoming a successful solo artist, Mars was an acknowledged music producer, writing songs for Alexandra Burke, Adam Levine, Brandy, Sean Kingston, and K'naan. Mars stated that the first ""big hit"" he and Lawrence wrote was the 2009 single ""Right Round"" by Flo Rida: ""That was our first taste of what could really happen with a hit we hundred-percented"". He also co-wrote the Sugababes's ""Get Sexy"" (2009) and provided backing vocals on their album Sweet 7 (2010). In 2009, he was featured as a singer on Far East Movement's second studio album, Animal, on the track ""3D"". In the same year, he was also featured on American pastor and hip hop artist Jaeson Ma's debut single ""Love"" and on American rapper Travie McCoy's ""One at a Time"", a charity single for MTV's Staying Alive foundation. He reached prominence as a solo artist after being featured on, and composing (as part of the production group the Smeezingtons) American rapper B.o.B's ""Nothin' on You"" (2009) and McCoy's ""Billionaire"" (2010); both songs peaked within the top ten of various music charts, with the former charting at number one on both the United States Billboard Hot 100 and the UK Singles Chart."
Bruno Mars,singer,"Mars said of these successful singles: ""I think those songs weren't meant to be full-sung songs. If I'd sung all of 'Nothin' on You', it might've sounded like some '90s R&B."" On May 11, 2010, Mars released his debut extended play (EP), It's Better If You Don't Understand. It peaked at number 99 on the US Billboard 200 and a music video was released for the song ""The Other Side"" featuring American singer CeeLo Green and B.o.B. Mars, with the Smeezingtons, also composed Green's successful single ""Fuck You"" (2010)."
Bruno Mars,singer,=== 2010–2012: Doo-Wops and Hooligans ===
Bruno Mars,singer,"On July 20, 2010, Mars released ""Just the Way You Are"" as the lead single from his debut studio album, Doo-Wops & Hooligans (2010), an album produced mainly by the Smeezingtons. The song topped the charts in various countries, including Australia, Canada and the U.S. The album, released on October 5, 2010, debuted at number three on the Billboard 200 and number one in the UK. It also charted at number one in the Netherlands and Canada. Doo-Wops & Hooligans has since sold 15.5 million copies worldwide. It spawned two other singles, ""Grenade"", which topped the Billboard Hot 100, New Zealand, the UK, as well as multiple other charts, and ""The Lazy Song"", which peaked at number four on the Billboard Hot 100 and reached the top spot in the UK and Denmark."
Bruno Mars,singer,"Other singles include ""Talking to the Moon"", exclusively released in Brazil and topped Billboard Brasil's Hot Pop Songs and Hot 100 Airplay. ""Marry You"", only released to international markets, entering the top ten of various countries, and ""Count On Me"", which served as the final single in Australia. Mars released ""It Will Rain"" for The Twilight Saga: Breaking Dawn – Part 1 film soundtrack (2011). The single reached number three in the U.S. and number two in New Zealand. During this period, Mars featured on ""Lighters"" with American hip hop duo Bad Meets Evil, ""Mirror"" with American rapper Lil Wayne, and ""Young, Wild & Free"" with American rappers Wiz Khalifa and Snoop Dogg. The songs peaked at number four, sixteen, and seven in the U.S. and reached the top-20 of various countries."
Bruno Mars,singer,"Mars started to promote his debut album as the opening act for American bands Maroon 5 and OneRepublic on the fall leg of the former act's Palm Trees & Power Lines Tour. Later, on October 18, 2010, the singer began a co-headlined European concert tour with McCoy that lasted until early November. Doo-Wops & Hooligans received further promotion when the singer embarked on his first headlined concert tour, The Doo-Wops & Hooligans Tour, which ran from November 2010 to January 2012. Nevertheless, in February 2011, a joint co-headlining tour between Mars and Janelle Monáe was announced, dubbed Hooligans in Wondaland Tour (2011). The concert tour was performed in North America in May and June 2011. Mars turned down offers to open for notable artists on arena tours, opting instead to play at smaller venues such as theaters and ballrooms. This made the tour less lucrative, but helped him build his fan base."
Bruno Mars,singer,"At the 2011 Grammy Awards, Mars won his first Grammy Award for Best Male Pop Vocal Performance for ""Just the Way You Are"" and received other six nominations for his work: Best Rap Song, Best Rap/Sung Collaboration and Record of the Year for ""Nothin' on You""; the latter category along with Song of the Year for ""Fuck You"" by CeeLo Green, and Producer of the Year, Non-Classical as part of the Smeezingtons. At the 2012 Grammy Awards, Mars lost all the six categories in which he was nominated to British singer Adele. The categories included Album of the Year and Best Pop Vocal Album for Doo-Wops & Hooligans, Best Pop Solo Performance, Record and Song of the Year for ""Grenade"", while Producer of the Year, Non-Classical as the Smeezingtons was lost to English producer Paul Epworth. During that time, Mars also won his first American Music Award for Favorite Pop/Rock Male Artist, International Male Solo Artist at the Brit Awards and the Echo Award for Best International Male."
Bruno Mars,singer,=== 2012–2014: Unorthodox Jukebox and Super Bowl XLVIII Halftime Show ===
Bruno Mars,singer,"In March 2012, Mars signed a worldwide publishing deal with BMG Chrysalis US. In September 2012, when interviewed by Billboard magazine, Mars stated that his next album would be more musically varied, adding: ""I want to have the freedom and luxury to walk into a studio and say, 'Today I want to do a hip-hop, R&B, soul or rock record'"". He announced Unorthodox Jukebox release date, December 11, 2012. The album debuted at number two on the Billboard 200, eventually peaking at number one on the chart. It also charted at number one in Australia, Canada, and in the UK, where it became the third fastest-selling album by a solo artist in 2012. The album has since sold over six million copies worldwide."
Bruno Mars,singer,"""Locked out of Heaven"" was released in October 2012, and preceded the release of Unorthodox Jukebox, an album produced mainly by the Smeezingtons. The song topped the U.S. and Canada charts, peaking at number two on the UK. It also charted within the top ten in various countries. Other singles released from the album include ""When I Was Your Man"", ""Treasure"", ""Gorilla"" and ""Young Girls"". ""When I Was Your Man"" reached number one Billboard Hot 100, aside from Elvis Presley, no other male artist has achieved five number-one singles quicker than Mars. It also peaked at number three in Canada, number two in the UK, and was top-ten in various countries. ""Treasure"" reached number five on the Billboard Hot 100 and number four in Canada, but had less commercial success in other countries. Mars contributed vocals to Jamaican-American EDM trio Major Lazer's ""Bubble Butt"", released in May 2013. The single also features American rappers Tyga, 2 Chainz, and singer Mystic."
Bruno Mars,singer,"Mars ran his second headlining concert tour, the Moonshine Jungle Tour, from June 2013 to October 2014. He also announced a concert residency titled Bruno Mars at The Chelsea, Las Vegas, Paradise, Nevada. The tour grossed $156.4 million. On September 8, 2013, Mars was disclosed as the headline performer at the Super Bowl XLVIII halftime show, which took place on February 2, 2014, with American rock band Red Hot Chili Peppers as special guests. It was the first Super Bowl halftime headlined by a performer under 30 in a decade. It was the most watched halftime show in the history of the Super Bowl at that time, drawing a rating of 115.3 million viewers. The viewership for the halftime show was higher than that for the game."
Bruno Mars,singer,"At the 2014 Grammy Awards, Mars won the award for Best Pop Vocal Album for Unorthodox Jukebox. ""Locked Out of Heaven"" earned nominations for Record and Song of the Year, while ""When I Was Your Man"" was nominated for Best Pop Solo Performance. In the same year, the album was recognized with a Juno Award for International Album of the Year. Aside from his music career, Mars cast as Roberto in the movie Rio 2 (2014). He also contributed to the film's soundtrack with the song ""Welcome Back"". On November 10, 2014, British musician Mark Ronson released ""Uptown Funk"", featuring Mars. The song was a major commercial success, reaching number one in several countries, including Australia, Canada and New Zealand. ""Uptown Funk"" spent a total of fourteen and seven weeks atop the Billboard Hot 100 and the UK Singles Chart, respectively. The song became a worldwide phenomenon with a major impact on pop culture."
Bruno Mars,singer,=== 2015–2018: Super Bowl 50 Halftime performance and 24K Magic ===
Bruno Mars,singer,"In September 2014, Mars began working on his third studio album, affirming, ""Now it's time to start writing chapter 3"". He had not come up with a date for the release, stating: ""Until it's done ... It's gotta be just as good if not better"". At the 2016 Grammy Awards ""Uptown Funk"" won Ronson and Mars a Grammy Award for Best Pop Duo/Group Performance and Record of the Year. On February 7, 2016, British band Coldplay headlined the Super Bowl 50 halftime show with Mars and American singer Beyoncé as guest acts, marking their second appearance on the Super Bowl halftime. It became one of the most watched halftime shows in Super Bowl history."
Bruno Mars,singer,"The album was set to be issued in March but was postponed several months due to Mars's appearance at the Super Bowl halftime show. At that time, seven songs had already been recorded. They were composed mainly by Shampoo Press & Curl, a production team consisting of Mars, Lawrence, and Brown, which replaced the Smeezingtons. In May 2016, the singer split with his manager and started his own management company, Gorilla Management, operated by Aaron Elharar. At the 2017 Grammy Awards, his work (as part of the Smeezingtons) on Adele's ""All I Ask"", a track from her third studio album, 25 (2015), brought him a Grammy Award for Album of the Year. In 2017, Guinness World Records recognized Mars as the ""First Male Artist to achieve three 10-million-selling-singles""."
Bruno Mars,singer,"In October 2016, ""24K Magic"" was released as the lead single of 24K Magic. It peaked at number four in the U.S. and reached the top in France and New Zealand. The album, issued on November 18, 2016, debuted at number two in Canada, France, New Zealand, and the U.S. It has since sold over five million copies globally. Four more singles were released throughout 2017 and 2018: ""That's What I Like"", ""Versace on the Floor"", ""Chunky"", exclusively released in Australia, and a remix of ""Finesse"" featuring American rapper Cardi B. ""That's What I Like"" was the album's highest-charting single on the Billboard Hot 100, peaking at number one, while ""Finesse"" reached the top-three. Both singles reached number three in Canada, number four and two in New Zealand, respectively. All appeared on Billboard's Hot R&B/Hip-Hop Songs, with ""That's What I Like"" and ""Finesse"" reaching number one."
Bruno Mars,singer,"In late 2016, the singer started his second concert residency titled Bruno Mars at Park MGM. He also announced his third headlining concert tour, 24K Magic World Tour (2017–18), which grossed more than $300 million worldwide. On November 29, 2017, CBS aired Mars's first TV concert special, Bruno Mars: 24K Magic Live at the Apollo. He received seven awards at the 2017 American Music Awards, including Artist of the Year, two for ""That's What I Like"" and other two for 24K Magic. He also won Album/Mixtape of the Year at the 2017 Soul Train Music Awards, in addition to four other awards. At the 2018 Grammy Awards, Mars won in the six categories for which he was nominated: Album of the Year and Best R&B Album for 24K Magic, Record of the Year for the title track and Song of The Year, Best R&B Performance and Best R&B Song for ""That's What I Like"". 24K Magic also won a Grammy Award for Best Engineered Album, Non-Classical, for the work of the album's engineers."
Bruno Mars,singer,=== 2018–2022: Further collaborations and An Evening with Silk Sonic ===
Bruno Mars,singer,"Mars worked on Chic's studio album It's About Time (2018), with the song expected to be featured on Chic's next studio album, according to musician Nile Rodgers. In early 2018, Mars worked with recording engineer Charles Moniz, as well as songwriting and recording production team the Stereotypes. In September 2018, Mars and American rappers Gucci Mane and Kodak Black released ""Wake Up in the Sky"" for Mane's thirteenth studio album, Evil Genius (2018). It reached number 11 in the US. In February 2019, Cardi B and Mars released ""Please Me"". The single peaked at number three on the Billboard Hot 100. It also reached the top-20 of Canada, New Zealand and the UK. Five months later, British singer-songwriter Ed Sheeran, American singer-songwriter Chris Stapleton, and Mars collaborated on ""Blow"", for the former's fourth studio album, No.6 Collaborations Project (2019). In October 2019, Mars posted a picture of himself in a recording studio, indicating new music."
Bruno Mars,singer,"In February 2020, it was announced a partnership between Mars and Disney for a ""music-themed theatrical narrative"", in which the singer will both star and produce the movie. A month later, it was confirmed that Mars was working on his next album with American musician Babyface. While on quarantine, the singer wrote music every day for his upcoming album. In the same year, Mars sold part of his song catalog to Warner Chappell Music, keeping a small share. In exchange for its payment, Warner Chappell Music will collect future income from the songs. Mars's co-publishing contract with BMG was also a part of the deal. In 2021, Mars was reportedly paid $3.2 million to perform at a private show in Cape Cod, Massachusetts. The performance was delivered to Motorola CEO son's wedding."
Bruno Mars,singer,"On February 26, 2021, Mars and American rapper Anderson .Paak announced they have recorded an album together under the band name Silk Sonic. Their debut album, An Evening with Silk Sonic, released on November 12, 2021, features American musician Bootsy Collins as a special guest host. It was mainly produced by Mars and American record producer and songwriter D'Mile. The album debuted at number two on the Billboard 200 and entered at the top-five in Australia, Canada, and New Zealand. ""Leave the Door Open"", ""Skate, ""Smokin out the Window"", a cover version of Con Funk Shun's ""Love's Train"" and ""After Last Night"" featuring Thundercat and Collins were released as singles. ""Leave the Door Open"" peaked at number one on the Billboard Hot 100 and in New Zealand. ""Smokin out the Window"" peaked at number five on the Billboard Hot 100 and number four in New Zealand. All the singles, but ""Skate"", topped the Billboard Adult R&B Songs, which led the album to become the second with four number-one singles on the aforementioned chart, tying with Toni Braxton's self-titled studio album (1993)."
Bruno Mars,singer,"In early 2022, Silk Sonic started their debut concert residency titled An Evening with Silk Sonic at Park MGM. The duo won Best Group at the BET Awards 2021, International Group of the Year at the 2022 Brit Awards and Outstanding Duo, Group or Collaboration, Traditional at the 53rd NAACP Image Awards. They received three awards at the 2021 Soul Train Music Awards, including Song of the Year for ""Leave the Door Open"". At the 2022 Grammy Awards, Silk Sonic won Record of the Year, Song of The Year, Best R&B Performance and Best R&B Song for the latter song. At the BET Awards 2022 Silk Sonic won Album of the Year for their debut album and Video of the Year. The same music video also won Video of the Year at the 2022 Soul Train Music Awards."
Bruno Mars,singer,=== 2023–present: World tour and fifth studio album ===
Bruno Mars,singer,"In 2022, Mars continued his second concert residency Bruno Mars at Park MGM and embarked on a world tour, starting with shows in Sydney and Tokyo. The shows continued in 2023, in several countries such as South Korea, Philippines, Brazil, Chile, Georgia, Qatar and Israel. In 2024, the tour spawned shows in Tokyo, Bangkok, Singapore and concluded with a 14-show leg in Brazil."
Bruno Mars,singer,"In February 2023, Brody Brown revealed that he and Mars were working on the latter's next studio album. During that year, Mars also worked with Philip Lawrence, American singer-songwriter James Fauntleroy and D'Mile. In May 2023, a music insider revealed the album was close to completion, with a new sound and an unconfirmed release date. Mars is planning a new aesthetic to go with it and is in early talks with Live Nation Entertainment to set up a tour throughout 2024 and 2025, with ""large-scale, three-dimensional"" performances. In early 2025, Andrew Watt and Wyatt revealed they worked on a song with Mars. D'Mile also said he keeps working on Mars's next album."
Bruno Mars,singer,"On August 16, 2024, Mars and Lady Gaga released their collaborative single ""Die with a Smile"". The song became his first number one on the Billboard Global 200, and reached number one in the US. The song reached the top spot of several countries, including Canada, the Netherlands, New Zealand and Switzerland. It won Best Pop Duo/Group Performance at the 2025 Grammy Awards and received nomination for Song of the Year. A month later, Mars and New Zealand–South Korean singer Rosé released their collaboration single ""Apt."", the lead single of Rosé's debut album, Rosie (2024). The song became his second number one on the Billboard Global 200, reached the top spot in Australia and New Zealand. In November, both songs became the top-streamed songs in the world, and continue to be at the top well into January 2025. On January 24, 2025, Mars and Sexyy Red released ""Fat Juicy & Wet""."
Bruno Mars,singer,"In December 2024, Mars was featured on the cover of both Hits and Las Vegas Magazine. According to the former publisher, he is expected to release a new album and tour in 2025. Ken Miller of Las Vegas Magazine affirms that Mars has been working on the new album since early 2023."
Bruno Mars,singer,== Artistry ==
Bruno Mars,singer,=== Influences ===
Bruno Mars,singer,"Mars was raised on his father's 1950s doo-wop collection–""simple four-chord songs that got straight to the point""–and on Little Richard, Frankie Lymon, Little Anthony, and Jerry Lee Lewis. As a child, Mars spent time impersonating Elvis Presley. The playacting had a major impact on his musical evolution; he reflected: I'm a big fan of 1950s Elvis when he would go on stage and scare people because he was a force and girls would go nuts! You can say the same thing for Prince or The Police. It's just guys who know that people are here to see a show, so I watch those guys and I love studying them because I'm a fan. He also impersonated Michael Jackson, another major inspiration. The hip-hop productions by The Neptunes and Timbaland, that were played on the radio, also influenced him."
Bruno Mars,singer,"Mars's musical style gravitated initially towards R&B. He was influenced by artists such as Keith Sweat, Jodeci, and R. Kelly. As a child he also took notice of Jimmy Jam and Terry Lewis, New Edition, Bobby Brown, Boyz II Men, Teddy Riley, and Babyface. At the same time, he also listened to 1950s rock 'n' roll, doo-wop music, and Motown. In high school, he listened to classic rock groups such as Led Zeppelin, and The Beatles, whose influences can be heard in his work, as well as singers with high voices, like Stevie Wonder and Freddie Mercury. Bob Marley, and local bands in Hawaii, were a major influence and account for his reggae roots. Hip-hop acts like Jay-Z, The Roots, and Cody Chesnutt were among some of his favorites, and have influenced his compositions. Each of these musical genres has influenced the singer's musical style; he observed: ""It's not easy to [create] songs with that mixture of rock and soul and hip-hop, and there's only a handful of them."" Mars also admires classical music."
Bruno Mars,singer,"Other artists Mars has said inspired his work include Janet Jackson, Jimi Hendrix, Amy Winehouse, Sly Stone, Carlos Santana, George Clinton, and Usher. Mars has also stated that he is a fan of Alicia Keys, Jessie J, Jack White, The Saturdays, and Kings of Leon."
Bruno Mars,singer,=== Musical style and themes ===
Bruno Mars,singer,"Mars's music has been noted for displaying a wide variety of styles, musical genres, and influences, including pop, R&B, funk, soul, reggae, and rock. His debut album, Doo-Wops & Hooligans, is predominantly a pop, reggae pop and R&B record. It is influenced by most of the genres mentioned above. Many of his songs on the album, reflect ""feel-good"", carefree, and optimistic sentiments. However darker subjects are addressed in his songs, detailing failed relationships, pain and loneliness. His subsequent release, Unorthodox Jukebox, as with his debut album, is infused with different influences including disco, funk, rock, reggae and soul, as well as balladry. Lyrically, the album is different from the former, addressing traditional notions of romance, male chauvinism, and sexuality. The explicit content in the song ""Gorilla"" caused a controversy in Australia. Mars's third album, 24K Magic, was significantly influenced by R&B, funk, pop and new jack swing. Lyrically, the album involves themes of money and sex. An Evening with Silk Sonic is the debut studio album by American musical superduo Silk Sonic, composed of Mars and Anderson .Paak. The album is rooted in R&B, soul, funk, hip hop and pop music. It explores themes of ""seduction, romance"", reconciliation and materialism."
Bruno Mars,singer,=== Voice ===
