id,dttm,topic,text
126489064319881200,2011-10-19T02:45:17Z,google,"[#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co/CzMfvnLQ #irony"
126489048717074430,2011-10-19T02:45:13Z,google,http://t.co/18xg3ivo! #Google’s Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich
126488983164289020,2011-10-19T02:44:58Z,google,Watching ice cream sandwich. So far it only melted when attempting facial recognition during unlock :) YouTube.com/android #Samsung #google
126488935026266110,2011-10-19T02:44:46Z,google,#SamsungGalaxyNexus #google #android #IceCreamSandwich. New browser http://t.co/Zx6pIo6f
126488912037289980,2011-10-19T02:44:41Z,google,now watching live stream of  #Google new mobile #Nexus
126488727315943420,2011-10-19T02:43:57Z,google,Damn group meeting disturbin me from watchin the #google event
126488649905864700,2011-10-19T02:43:38Z,google,New tools giving the user the ability to restrict mobile data usage. #Google #Android #ICS
126488582218203120,2011-10-19T02:43:22Z,google,Article discussing how the four great tech companies will compete in the marketplace: http://t.co/YFWF9iye #Apple #Google #Facebook #Amazon
126488561888399360,2011-10-19T02:43:17Z,google,#Google releases an Infinite Digital Bookcase RT @VentureBeat http://t.co/YWtVgwJY by @MeghanKel
126488352135450620,2011-10-19T02:42:27Z,google,#SamsungGalaxyNexus #google #android #Face Unlock.Ice Cream Sandwich literally knows your face. http://t.co/vUyxwrxW
126487924043821040,2011-10-19T02:40:45Z,google,"#Android Ice Cream Sandwich features face-recognition to unlock your phone, no more entering a pin or password #fb #google"
126487912433975280,2011-10-19T02:40:43Z,google,"Email with 2 line preview, offline search of any amount of emails you want. #Android4.0 #Google"
126487846038147070,2011-10-19T02:40:27Z,google,"Can search the last 30 days of Gmail, whether connected or not. #Google #Android #ICS"
126487807156944880,2011-10-19T02:40:17Z,google,"Ha! The demo fail is still resonating.. Kinda funny, but on a global scale. Cool feature, though! #android #google #galaxynexus"
126487788433584130,2011-10-19T02:40:13Z,google,Are these guests on Samsung and Google event mostly Chinese? Wow! They're boring. #Google #Samsung
126487744787660800,2011-10-19T02:40:03Z,google,"#ICS show-off froze my browser. Well, time for sleep I guess. #Android #Google #Samsung"
126487541569433600,2011-10-19T02:39:14Z,google,RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/BfFAEApW by @MeghanKel
126487465203736560,2011-10-19T02:38:56Z,google,RT @adamdince: #Google might reverse its new data encryption policy if big brands threaten to cut their PPC spend. @Google biting the ha ...
126487372039847920,2011-10-19T02:38:34Z,google,#Google thinks your digital books belong on a digital bookcase - a #WebGL #Chrome experiment http://t.co/2LqpqF6F
126487167823388670,2011-10-19T02:37:45Z,google,Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-)
126487043462266880,2011-10-19T02:37:15Z,google,But does request desktop site work with hulu?!?!? #ICS #Google
126486964408033280,2011-10-19T02:36:56Z,google,#SamsungGalaxyNexus #google #android #IceCreamSandwich http://t.co/z2uzAnHD
126486941364527100,2011-10-19T02:36:51Z,google,"Addicted to this new game #tripletown on #Google+,"
126486926827065340,2011-10-19T02:36:48Z,google,RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/DNwy6mqx by @MeghanKel
126486798640754690,2011-10-19T02:36:17Z,google,#SamsungGalaxyNexus #google #android #IceCreamSandwich http://t.co/6YidLr0N
126486616343724030,2011-10-19T02:35:34Z,google,The lock screen now has facial recognition capability! #Google #Android #ICS
126486384902017020,2011-10-19T02:34:38Z,google,"here comes facial recognition!  Face unlock 
#icecreamsandwich #googland #google #android #ics"
126486348713570300,2011-10-19T02:34:30Z,google,#Google and #Samsung Reveals Galaxy Nexus Phone http://t.co/REnJ0C0Z #mobile #software #android #mobiledevice
126486111689256960,2011-10-19T02:33:33Z,google,#Google Google’s Infinite Bookcase: An Abstract Browser For Limitless Libraries http://t.co/MyLzFMRq
126486051530354690,2011-10-19T02:33:19Z,google,#Measure your #Marketing.Get the FREE Analytics Campaign Tagger sheet for #Google #Analytics now! http://t.co/8WC3Y5kK
126485712836112380,2011-10-19T02:31:58Z,google,#Samsung and #Google introduce #GALAXY #Nexus http://t.co/2rvF0tZp via @androidcentral #Android
126485684113522690,2011-10-19T02:31:51Z,google,"""Kanye West has added you to his circles."" yeah, right. #galaxynexus #google #ics"
126485085942845440,2011-10-19T02:29:29Z,google,Launching November in Japan #SamsungGalaxyNexus #google #android
126484200269426690,2011-10-19T02:25:57Z,google,#SamsungGalaxyNexus #google #android http://t.co/GIhTHeIJ
126484162302586880,2011-10-19T02:25:49Z,google,#google +1 Stickers came with this month's Adsense cheque . http://t.co/AOFYoJmE
126484021369778160,2011-10-19T02:25:15Z,google,#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva
126484018211454960,2011-10-19T02:25:14Z,google,#Android #Google Samsung and Google introduce GALAXY Nexus http://t.co/KkuepMVW #DhilipSiva
126803641486163970,2011-10-19T23:35:18Z,microsoft,Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.
1.2679212983295181e+17,2011-10-19T22:49:34Z,microsoft,#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT
126788430679113730,2011-10-19T22:34:52Z,microsoft,"#Buffalo, #Intel, #Microsoft, #IBM are the best pavilions at #SMAU"
126780006964805630,2011-10-19T22:01:23Z,microsoft,Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango
126779403605770240,2011-10-19T21:58:59Z,microsoft,WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews
126779217911349250,2011-10-19T21:58:15Z,microsoft,On #Microsoft Excel making functions like it's my job #Productive
126774092274741250,2011-10-19T21:37:53Z,microsoft,RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks  ...
126768366345138160,2011-10-19T21:15:08Z,microsoft,#Microsoft word works on my computer again! Yessss
126767508253454320,2011-10-19T21:11:43Z,microsoft,"In terms of unified communications giants, really surprised to see how underrated #Microsoft is"
126762337087655920,2011-10-19T20:51:10Z,microsoft,#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO
126755785391869950,2011-10-19T20:25:08Z,microsoft,"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999"
126755232393867260,2011-10-19T20:22:57Z,microsoft,Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless.
126754593714606080,2011-10-19T20:20:24Z,microsoft,"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa"
126754500278104060,2011-10-19T20:20:02Z,microsoft,"""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ"
126750973329817600,2011-10-19T20:06:01Z,microsoft,Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango
126749591956762620,2011-10-19T20:00:32Z,microsoft,RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
126748497096622080,2011-10-19T19:56:11Z,microsoft,Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
126748156003221500,2011-10-19T19:54:49Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores: Microsoft's retail stores ar... http://t.co/r2RndN6Y
126748155021762560,2011-10-19T19:54:49Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft
126748153952206850,2011-10-19T19:54:49Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q
126747965393084400,2011-10-19T19:54:04Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ
126747962817781760,2011-10-19T19:54:03Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin
126747960900984830,2011-10-19T19:54:03Z,microsoft,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O
126744770713362430,2011-10-19T19:41:22Z,microsoft,#Microsoft store here I come to spend my hard earned cash. #vslive
126743288320491520,2011-10-19T19:35:29Z,microsoft,If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE
126742063961214960,2011-10-19T19:30:37Z,microsoft,Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r
126741671965769730,2011-10-19T19:29:04Z,microsoft,#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN
126738939594813440,2011-10-19T19:18:12Z,microsoft,Awesome! #Microsoft  #holodeck bit.ly/qpGxle
126736431929507840,2011-10-19T19:08:14Z,microsoft,"""#Microsoft details Windows 8 search improvements"" - via @SlashGear http://t.co/JCawWRzQ"
126735438948995070,2011-10-19T19:04:17Z,microsoft,Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK
126734527551913980,2011-10-19T19:00:40Z,microsoft,"@SmartKeitai Yeah I saw it, @Google is taking seriously what #Microsoft has done with #Metro UI but yeah looks good Android 4.0"
126732577301217280,2011-10-19T18:52:55Z,microsoft,Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash
126732240368570370,2011-10-19T18:51:35Z,microsoft,Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft
126732148144209920,2011-10-19T18:51:13Z,microsoft,Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft
126731873517965310,2011-10-19T18:50:07Z,microsoft,enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great
126730153454870530,2011-10-19T18:43:17Z,microsoft,"#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA"
126729713568849920,2011-10-19T18:41:32Z,microsoft,#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar
126725535677157360,2011-10-19T18:24:56Z,microsoft,"The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD"
126725332031127550,2011-10-19T18:24:08Z,microsoft,"Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp"
126721324042305520,2011-10-19T18:08:12Z,microsoft,Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V
126716103123673090,2011-10-19T17:47:27Z,microsoft,Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP.
126715314007314430,2011-10-19T17:44:19Z,microsoft,This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft
126714241427312640,2011-10-19T17:40:04Z,microsoft,Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)
126709513947594750,2011-10-19T17:21:16Z,microsoft,"We have had a great time at #TechEdAfrica thanks to all the sponsors, delegates, #Microsoft and #mimecastsa."
126705831126384640,2011-10-19T17:06:38Z,microsoft,"Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5, no errors - more: http://t.co/6qnLWFt7"
126695555685560320,2011-10-19T16:25:49Z,microsoft,wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK
126693834846515200,2011-10-19T16:18:58Z,microsoft,Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!
126692533869871100,2011-10-19T16:13:48Z,microsoft,#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop
126691809417113600,2011-10-19T16:10:55Z,microsoft,"RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm  Cool but  no sound"
126689578886246400,2011-10-19T16:02:04Z,microsoft,"#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp"
1.2668900751299379e+17,2011-10-19T15:59:47Z,microsoft,Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news
126688284343672830,2011-10-19T15:56:55Z,microsoft,#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F
126685198531297280,2011-10-19T15:44:39Z,microsoft,Håper #microsoft lager ny releasepartyguide for #mango. #greatsuccess
126677986522054640,2011-10-19T15:16:00Z,microsoft,Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn
126674853230149630,2011-10-19T15:03:33Z,microsoft,“@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!” Go @jure !
126670032951443440,2011-10-19T14:44:23Z,microsoft,"Maybe #apple could use some of it's billions to do some good in the world?...oh wait, that's what #microsoft does."
126669652469350400,2011-10-19T14:42:53Z,microsoft,#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store
1.2666852904600781e+17,2011-10-19T14:38:25Z,microsoft,#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO
1.2666509138185421e+17,2011-10-19T14:24:45Z,microsoft,Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!
126663720075141120,2011-10-19T14:19:18Z,microsoft,I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft
126659125751971840,2011-10-19T14:01:03Z,microsoft,Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft
126658961263951870,2011-10-19T14:00:24Z,microsoft,"Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri"
126658937155108860,2011-10-19T14:00:18Z,microsoft,#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise
126658528965439490,2011-10-19T13:58:41Z,microsoft,"@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering"""
126650473322262530,2011-10-19T13:26:40Z,microsoft,"Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K"
126638821948403710,2011-10-19T12:40:22Z,microsoft,@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.
126637126010929150,2011-10-19T12:33:38Z,microsoft,V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!
126633708315873280,2011-10-19T12:20:03Z,microsoft,RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!
126629320948060160,2011-10-19T12:02:37Z,microsoft,I have been blown away by technological innovations.... #microsoft should do more #marketing!!
126611718376919040,2011-10-19T10:52:40Z,microsoft,RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...
126610651916410880,2011-10-19T10:48:26Z,microsoft,#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!
126608712407322620,2011-10-19T10:40:43Z,microsoft,#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!
1.2660534027078861e+17,2011-10-19T10:27:19Z,microsoft,"Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off"
126603756971360240,2011-10-19T10:21:02Z,microsoft,"RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS"
126599751402668030,2011-10-19T10:05:07Z,microsoft,RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...
126596256138137600,2011-10-19T09:51:14Z,microsoft,#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH
126583935139454960,2011-10-19T09:02:17Z,microsoft,#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD
126581165636333570,2011-10-19T08:51:18Z,microsoft,one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ
126579574921371650,2011-10-19T08:44:57Z,microsoft,Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft
126578340902617090,2011-10-19T08:40:02Z,microsoft,Nice talk by @renatmin #KenyaOpenDoor #microsoft #community
126570919513686e3,2011-10-19T08:10:33Z,microsoft,OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William
126559269603647490,2011-10-19T07:24:15Z,microsoft,#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad
126555956975910910,2011-10-19T07:11:06Z,microsoft,The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft
126553559847288830,2011-10-19T07:01:34Z,microsoft,"@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"
126552645497405440,2011-10-19T06:57:56Z,microsoft,That was a good one(commercial). #microsoft
126532025552347120,2011-10-19T05:36:00Z,microsoft,Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype
126529895923843070,2011-10-19T05:27:32Z,microsoft,&lt;3 u #microsoft!!!
126499160995282940,2011-10-19T03:25:24Z,microsoft,"Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft"
126494986983325680,2011-10-19T03:08:49Z,microsoft,Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ
126492789939765250,2011-10-19T03:00:05Z,microsoft,"Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills"
126479912407273470,2011-10-19T02:08:55Z,microsoft,Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft
126802977813037040,2011-10-19T23:32:40Z,microsoft,ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS...
126795554079510530,2011-10-19T23:03:10Z,microsoft,Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)
126793207613894640,2011-10-19T22:53:51Z,microsoft,#Microsoft #Outlook #2011 for #Mac #sucks… #hate
126790861831938050,2011-10-19T22:44:31Z,microsoft,#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT
126789739180326910,2011-10-19T22:40:04Z,microsoft,#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt
126788223409197040,2011-10-19T22:34:02Z,microsoft,#Microsoft #Windows Media Centre GUI #Fail #MajorFail
126786271921184770,2011-10-19T22:26:17Z,microsoft,How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
126782820709441520,2011-10-19T22:12:34Z,microsoft,"@theresamarosy haha k, thought everybody knew #Microsoft sucks."
126781543879421950,2011-10-19T22:07:30Z,microsoft,"@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing."
126778114385772540,2011-10-19T21:53:52Z,microsoft,"When #Microsoft ""violated U.S. antitrust laws""—leaving #Netscape out of business & #Novell wounded—it played ""dumb"". http://t.co/0WHHmAK4"
126771575772020720,2011-10-19T21:27:53Z,microsoft,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP
1.2677157565459661e+17,2011-10-19T21:27:53Z,microsoft,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc
126771575591665660,2011-10-19T21:27:53Z,microsoft,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1
126766935634485250,2011-10-19T21:09:27Z,microsoft,"RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ..."
1.2676374455766221e+17,2011-10-19T20:56:46Z,microsoft,"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU"
1.2676310808042701e+17,2011-10-19T20:54:14Z,microsoft,RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...
126761988608098300,2011-10-19T20:49:47Z,microsoft,"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8"
126759080860725250,2011-10-19T20:38:14Z,microsoft,Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations
1.2675807017605939e+17,2011-10-19T20:34:13Z,microsoft,How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian
126754989409452030,2011-10-19T20:21:59Z,microsoft,This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft
126754753697943550,2011-10-19T20:21:02Z,microsoft,Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP
126753683630333950,2011-10-19T20:16:47Z,microsoft,"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu"
126750481069510640,2011-10-19T20:04:04Z,microsoft,"#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable"""
126748219261726720,2011-10-19T19:55:05Z,microsoft,There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts.
126748091083788290,2011-10-19T19:54:34Z,microsoft,RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu...
126747859960856560,2011-10-19T19:53:39Z,microsoft,"When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"")."
126747247563112450,2011-10-19T19:51:13Z,microsoft,I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.
126746946093330430,2011-10-19T19:50:01Z,microsoft,"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P"
126744670465306620,2011-10-19T19:40:58Z,microsoft,#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig
126744386137624560,2011-10-19T19:39:51Z,microsoft,Comp crash #Microsoft :/ Wouldn't get this with an iMac -__-
126744132763910140,2011-10-19T19:38:50Z,microsoft,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc
126744130784198640,2011-10-19T19:38:50Z,microsoft,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3
126744129135845360,2011-10-19T19:38:49Z,microsoft,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ
126743725677346800,2011-10-19T19:37:13Z,microsoft,#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt
126740373883191280,2011-10-19T19:23:54Z,microsoft,"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
126738867087884290,2011-10-19T19:17:55Z,microsoft,I hate #Microsoft PowerPoint!
126730748882460670,2011-10-19T18:45:39Z,microsoft,Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm
1.2673058093413581e+17,2011-10-19T18:44:59Z,microsoft,#skype is now part of stupid #microsoft it seems
126730265551843330,2011-10-19T18:43:44Z,microsoft,#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42
126727758108823550,2011-10-19T18:33:46Z,microsoft,Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation
126726935572262910,2011-10-19T18:30:30Z,microsoft,"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w"
126726458776358910,2011-10-19T18:28:36Z,microsoft,"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…"
1.2672499149556941e+17,2011-10-19T18:22:47Z,microsoft,"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"
126722961381134320,2011-10-19T18:14:43Z,microsoft,"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo"
126722095743893500,2011-10-19T18:11:16Z,microsoft,"If #Microsoft had more interoperability between their products (Xbox 360, Windows 7, Windows Phone 7, Zune) I'd be a Windows Phone user."
126720736848117760,2011-10-19T18:05:52Z,microsoft,"#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback"
126719328035942400,2011-10-19T18:00:16Z,microsoft,"Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb
Stephen Elop accused of destroying Nokia so Microsoft can buy it cheap."
126718833493938160,2011-10-19T17:58:18Z,microsoft,#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
126716806688804860,2011-10-19T17:50:15Z,microsoft,Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop
126714471543619580,2011-10-19T17:40:58Z,microsoft,"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
126712110095925250,2011-10-19T17:31:35Z,microsoft,Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb
1.2670529305588941e+17,2011-10-19T17:04:30Z,microsoft,I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye
126704033779023870,2011-10-19T16:59:30Z,microsoft,"""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys"
126700315507572720,2011-10-19T16:44:43Z,microsoft,"#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly"
126700014385897470,2011-10-19T16:43:32Z,microsoft,"I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr"
126692062757269500,2011-10-19T16:11:56Z,microsoft,RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...
126691815394000880,2011-10-19T16:10:57Z,microsoft,Thanks again #microsoft for wasting more of my time. Apple&gt;windows http://t.co/GNy9G07B
126690175656001520,2011-10-19T16:04:26Z,microsoft,"Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin"
126689051960033280,2011-10-19T15:59:58Z,microsoft,"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"
