annual_inc,issue_d
45500,2018-08-01
13860,2018-08-01
55000,2018-08-01
50844.62,2018-08-01
45624,2018-08-01
60000,2018-08-01
30000,2018-08-01
40800,2018-08-01
28444,2018-08-01
30605,2018-08-01
37000,2018-08-01
87000,2018-08-01
65480,2018-08-01
35000,2018-08-01
100000,2018-08-01
120534,2018-08-01
160000,2018-08-01
26500,2018-08-01
69500,2018-08-01
3200,2018-08-01
35000,2018-08-01
55000,2018-08-01
110000,2018-08-01
85000,2018-08-01
60000,2018-08-01
60000,2018-08-01
10062,2018-08-01
35000,2018-08-01
56000,2018-08-01
49188,2018-08-01
90000,2018-08-01
61000,2018-08-01
175000,2018-08-01
85000,2018-08-01
39000,2018-08-01
20000,2018-08-01
46000,2018-08-01
120000,2018-08-01
72000,2018-08-01
40000,2018-08-01
38000,2018-08-01
82000,2018-08-01
96000,2018-08-01
45671.04,2018-08-01
118824,2018-08-01
30000,2018-08-01
35000,2018-08-01
24000,2018-08-01
42000,2018-08-01
80000,2018-08-01
68000,2018-08-01
35000,2018-08-01
45000,2018-08-01
60000,2018-08-01
27072,2018-08-01
101388,2018-08-01
350000,2018-08-01
122000,2018-08-01
59000,2018-08-01
83100,2018-08-01
110000,2018-08-01
72000,2018-08-01
87725,2018-08-01
17148,2018-08-01
34000,2018-08-01
117000,2018-08-01
76000,2018-08-01
84000,2018-08-01
70000,2018-08-01
140000,2018-08-01
57500,2018-08-01
30000,2018-08-01
27000,2018-08-01
36000,2018-08-01
40000,2018-08-01
30000,2018-08-01
24000,2018-08-01
36795,2018-08-01
132000,2018-08-01
69996,2018-08-01
135000,2018-08-01
50000,2018-08-01
60000,2018-08-01
240000,2018-08-01
70000,2018-08-01
41000,2018-08-01
85000,2018-08-01
57000,2018-08-01
60000,2018-08-01
49360,2018-08-01
36000,2018-08-01
160000,2018-08-01
49000,2018-08-01
61000,2018-08-01
54860,2018-08-01
70000,2018-08-01
350000,2018-08-01
35000,2018-08-01
44292,2018-08-01
100752,2018-08-01
30000,2018-08-01
75000,2018-08-01
41600,2018-08-01
100000,2018-08-01
27027.96,2018-08-01
38400,2018-08-01
41000,2018-08-01
30000,2018-08-01
110000,2018-08-01
93000,2018-08-01
41600,2018-08-01
70000,2018-08-01
27500,2018-08-01
30000,2018-08-01
251000,2018-08-01
29848,2018-08-01
84000,2018-08-01
40000,2018-08-01
94000,2018-08-01
65000,2018-08-01
180000,2018-08-01
32000,2018-08-01
15000,2018-08-01
101000,2018-08-01
84000,2018-08-01
133232,2018-08-01
30000,2018-08-01
57000,2018-08-01
48000,2018-08-01
50000,2018-08-01
105000,2018-08-01
68640,2018-08-01
36000,2018-08-01
98000,2018-08-01
315000,2018-08-01
85000,2018-08-01
40000,2018-08-01
55200,2018-08-01
53000,2018-08-01
15600,2018-08-01
75000,2018-08-01
67000,2018-08-01
62000,2018-08-01
65000,2018-08-01
50000,2018-08-01
90000,2018-08-01
95000,2018-08-01
68295.94,2018-08-01
58336.89,2018-08-01
102000,2018-08-01
70000,2018-08-01
120000,2018-08-01
120000,2018-08-01
70000,2018-08-01
52000,2018-08-01
38000,2018-08-01
60000,2018-08-01
50000,2018-08-01
600000,2018-08-01
39900,2018-08-01
52000,2018-08-01
150000,2018-08-01
87693,2018-08-01
30000,2018-08-01
99000,2018-08-01
25000,2018-08-01
17010,2018-08-01
88400,2018-08-01
120000,2018-08-01
84000,2018-08-01
32000,2018-08-01
30000,2018-08-01
23000,2018-08-01
62000,2018-08-01
65000,2018-08-01
83200,2018-08-01
56000,2018-08-01
260000,2018-08-01
250000,2018-08-01
85656,2018-08-01
24000,2018-08-01
130000,2018-08-01
28550,2018-08-01
107000,2018-08-01
132000,2018-08-01
45000,2018-08-01
25454,2018-08-01
42000,2018-08-01
60000,2018-08-01
32448,2018-08-01
93000,2018-08-01
112000,2018-08-01
94000,2018-08-01
38760,2018-08-01
30000,2018-08-01
60000,2018-08-01
47000,2018-08-01
51000,2018-08-01
79500,2018-08-01
15396,2018-08-01
75000,2018-08-01
34000,2018-08-01
67000,2018-08-01
55000,2018-08-01
41000,2018-08-01
15120,2018-08-01
48000,2018-08-01
65700,2018-08-01
125000,2018-08-01
42266,2018-08-01
90000,2018-08-01
34000,2018-08-01
307800,2018-08-01
55000,2018-08-01
40000,2018-08-01
70751,2018-08-01
160000,2018-08-01
42000,2018-08-01
62612,2018-08-01
29700,2018-08-01
85000,2018-08-01
27400,2018-08-01
44304,2018-08-01
24000,2018-08-01
45000,2018-08-01
80000,2018-08-01
27000,2018-08-01
48000,2018-08-01
118500,2018-08-01
105000,2018-08-01
60000,2018-08-01
53000,2018-08-01
78500,2018-08-01
17775,2018-08-01
35000,2018-08-01
60000,2018-08-01
45000,2018-08-01
50000,2018-08-01
156906,2018-08-01
70000,2018-08-01
80000,2018-08-01
40000,2018-08-01
36000,2018-08-01
25000,2018-08-01
73100,2018-08-01
55000,2018-08-01
13600,2018-08-01
200000,2018-08-01
35000,2018-08-01
45350,2018-08-01
3000,2018-08-01
48000,2018-08-01
14000,2018-08-01
20000,2018-08-01
95680,2018-08-01
72000,2018-08-01
76000,2018-08-01
55200,2018-08-01
60000,2018-08-01
20000,2018-08-01
90000,2018-08-01
67000,2018-08-01
33500,2018-08-01
79980,2018-08-01
70000,2018-08-01
400000,2018-08-01
60000,2018-08-01
58000,2018-08-01
68000,2018-08-01
52000,2018-08-01
20000,2018-08-01
105000,2018-08-01
38500,2018-08-01
33280,2018-08-01
40000,2018-08-01
68450,2018-08-01
133567,2018-08-01
80000,2018-08-01
38000,2018-08-01
15000,2018-08-01
45000,2018-08-01
69000,2018-08-01
40000,2018-08-01
35000,2018-08-01
57000,2018-08-01
65000,2018-08-01
125000,2018-08-01
57000,2018-08-01
40000,2018-08-01
76000,2018-08-01
85000,2018-08-01
30000,2018-08-01
46000,2018-08-01
50000,2018-08-01
49000,2018-08-01
81646,2018-08-01
173000,2018-08-01
48000,2018-08-01
78000,2018-08-01
120000,2018-08-01
104000,2018-08-01
67000,2018-08-01
89348,2018-08-01
117000,2018-08-01
225000,2018-08-01
134000,2018-08-01
50000,2018-08-01
25000,2018-08-01
75000,2018-08-01
74000,2018-08-01
80000,2018-08-01
47500,2018-08-01
123000,2018-08-01
57000,2018-08-01
30000,2018-08-01
50000,2018-08-01
43000,2018-08-01
68000,2018-08-01
65000,2018-08-01
77000,2018-08-01
79882,2018-08-01
35000,2018-08-01
42000,2018-08-01
37500,2018-08-01
48000,2018-08-01
55000,2018-08-01
57000,2018-08-01
120000,2018-08-01
110000,2018-08-01
16200,2018-08-01
99000,2018-08-01
92043,2018-08-01
110000,2018-08-01
121000,2018-08-01
55000,2018-08-01
162000,2018-08-01
31000,2018-08-01
68000,2018-08-01
32000,2018-08-01
85000,2018-08-01
75000,2018-08-01
500000,2018-08-01
30000,2018-08-01
30000,2018-08-01
40000,2018-08-01
40000,2018-08-01
45000,2018-08-01
75000,2018-08-01
136000,2018-08-01
120000,2018-08-01
80000,2018-08-01
42000,2018-08-01
55000,2018-08-01
22000,2018-08-01
25308,2018-08-01
35000,2018-08-01
26000,2018-08-01
37000,2018-08-01
43000,2018-08-01
47616,2018-08-01
15000,2018-08-01
62000,2018-08-01
60000,2018-08-01
24000,2018-08-01
43680,2018-08-01
70000,2018-08-01
121800,2018-08-01
113000,2018-08-01
100000,2018-08-01
105000,2018-08-01
29000,2018-08-01
41000,2018-08-01
110000,2018-08-01
62000,2018-08-01
82000,2018-08-01
180000,2018-08-01
23808,2018-08-01
70000,2018-08-01
132000,2018-08-01
42000,2018-08-01
65000,2018-08-01
70000,2018-08-01
9240,2018-08-01
35000,2018-08-01
42000,2018-08-01
15000,2018-08-01
85000,2018-08-01
65588,2018-08-01
80000,2018-08-01
31000,2018-08-01
47500,2018-08-01
48000,2018-08-01
105000,2018-08-01
14844,2018-08-01
110000,2018-08-01
37000,2018-08-01
62400,2018-08-01
43000,2018-08-01
116000,2018-08-01
101000,2018-08-01
95000,2018-08-01
10000,2018-08-01
55000,2018-08-01
50960,2018-08-01
42000,2018-08-01
90000,2018-08-01
14000,2018-08-01
464691,2018-08-01
56000,2018-08-01
40000,2018-08-01
33500,2018-08-01
83000,2018-08-01
150000,2018-08-01
290000,2018-08-01
60000,2018-08-01
70000,2018-08-01
22500,2018-08-01
60000,2018-08-01
131251,2018-08-01
77000,2018-08-01
48000,2018-08-01
25000,2018-08-01
56000,2018-08-01
42000,2018-08-01
76000,2018-08-01
113000,2018-08-01
76000,2018-08-01
11145.84,2018-08-01
120000,2018-08-01
14988,2018-08-01
330000,2018-08-01
24000,2018-08-01
75000,2018-08-01
65000,2018-08-01
22000,2018-08-01
25000,2018-08-01
98000,2018-08-01
58500,2018-08-01
82000,2018-08-01
55000,2018-08-01
74356,2018-08-01
110000,2018-08-01
42000,2018-08-01
36000,2018-08-01
45000,2018-08-01
160000,2018-08-01
43000,2018-08-01
125000,2018-08-01
50000,2018-08-01
56556,2018-08-01
75000,2018-08-01
56000,2018-08-01
65555,2018-08-01
85000,2018-08-01
10000,2018-08-01
45000,2018-08-01
92500,2018-08-01
180000,2018-08-01
82000,2018-08-01
75000,2018-08-01
64272,2018-08-01
54000,2018-08-01
48000,2018-08-01
14064,2018-08-01
73356.36,2018-08-01
23000,2018-08-01
131000,2018-08-01
36400,2018-08-01
15180,2018-08-01
160000,2018-08-01
125000,2018-08-01
42497,2018-08-01
83000,2018-08-01
60000,2018-08-01
70000,2018-08-01
80000,2018-08-01
35000,2018-08-01
123000,2018-08-01
50000,2018-08-01
18000,2018-08-01
50000,2018-08-01
10800,2018-08-01
35000,2018-08-01
30000,2018-08-01
47000,2018-08-01
62830,2018-08-01
8276,2018-08-01
75000,2018-08-01
42000,2018-08-01
43000,2018-08-01
42000,2018-08-01
170000,2018-08-01
60000,2018-08-01
18516,2018-08-01
183000,2018-08-01
95000,2018-08-01
58000,2018-08-01
110000,2018-08-01
79268,2018-08-01
105000,2018-08-01
55000,2018-08-01
52000,2018-08-01
34000,2018-08-01
25000,2018-08-01
45000,2018-08-01
125000,2018-08-01
6960,2018-08-01
17500,2018-08-01
75000,2018-08-01
60000,2018-08-01
142356,2018-08-01
94000,2018-08-01
50000,2018-08-01
17000,2018-08-01
105000,2018-08-01
130000,2018-08-01
64000,2018-08-01
66000,2018-08-01
70000,2018-08-01
35065,2018-08-01
25000,2018-08-01
72250,2018-08-01
85000,2018-08-01
75000,2018-08-01
35000,2018-08-01
48000,2018-08-01
50000,2018-08-01
45000,2018-08-01
170000,2018-08-01
98000,2018-08-01
50000,2018-08-01
130000,2018-08-01
16800,2018-08-01
48000,2018-08-01
50000,2018-08-01
36200,2018-08-01
140000,2018-08-01
26000,2018-08-01
110000,2018-08-01
53000,2018-08-01
25000,2018-08-01
45000,2018-08-01
37000,2018-08-01
36000,2018-08-01
36000,2018-08-01
80000,2018-08-01
50400,2018-08-01
45000,2018-08-01
96000,2018-08-01
37000,2018-08-01
35000,2018-08-01
57000,2018-08-01
21000,2018-08-01
42483,2018-08-01
73000,2018-08-01
31500,2018-08-01
72800,2018-08-01
14400,2018-08-01
62500,2018-08-01
33000,2018-08-01
56000,2018-08-01
50000,2018-08-01
85000,2018-08-01
110000,2018-08-01
105000,2018-08-01
96529,2018-08-01
395000,2018-08-01
35000,2018-08-01
40000,2018-08-01
28000,2018-08-01
45000,2018-08-01
22000,2018-08-01
67000,2018-08-01
70000,2018-08-01
80000,2018-08-01
22000,2018-08-01
92000,2018-08-01
420000,2018-08-01
91420,2018-08-01
75000,2018-08-01
58000,2018-08-01
117000,2018-08-01
100000,2018-08-01
100000,2018-08-01
73000,2018-08-01
30000,2018-08-01
65000,2018-08-01
30000,2018-08-01
43000,2018-08-01
37000,2018-08-01
200000,2018-08-01
30971,2018-08-01
56000,2018-08-01
39492,2018-08-01
295000,2018-08-01
62000,2018-08-01
90000,2018-08-01
49000,2018-08-01
45000,2018-08-01
30000,2018-08-01
42000,2018-08-01
80448,2018-08-01
80000,2018-08-01
12300,2018-08-01
51000,2018-08-01
140000,2018-08-01
70000,2018-08-01
140000,2018-08-01
190000,2018-08-01
40000,2018-08-01
65000,2018-08-01
40000,2018-08-01
143000,2018-08-01
34992,2018-08-01
36000,2018-08-01
62400,2018-08-01
35000,2018-08-01
48400,2018-08-01
100000,2018-08-01
350000,2018-08-01
73000,2018-08-01
21300,2018-08-01
95000,2018-08-01
45000,2018-08-01
39000,2018-08-01
50000,2018-08-01
55000,2018-08-01
185455,2018-08-01
71000,2018-08-01
100000,2018-08-01
86000,2018-08-01
50547.6,2018-08-01
78000,2018-08-01
107000,2018-08-01
60000,2018-08-01
120000,2018-08-01
240000,2018-08-01
26000,2018-08-01
42000,2018-08-01
36000,2018-08-01
46000,2018-08-01
45000,2018-08-01
80000,2018-08-01
125000,2018-08-01
40000,2018-08-01
50000,2018-08-01
105000,2018-08-01
50000,2018-08-01
46748,2018-08-01
53000,2018-08-01
35517,2018-08-01
100000,2018-08-01
85000,2018-08-01
52000,2018-08-01
66000,2018-08-01
30000,2018-08-01
34000,2018-08-01
54570,2018-08-01
55000,2018-08-01
36809.87,2018-08-01
12000,2018-08-01
84000,2018-08-01
48000,2018-08-01
41000,2018-08-01
43800,2018-08-01
42000,2018-08-01
45000,2018-08-01
51000,2018-08-01
101300,2018-08-01
73000,2018-08-01
45000,2018-08-01
36000,2018-08-01
70000,2018-08-01
45000,2018-08-01
34000,2018-08-01
96800,2018-08-01
140000,2018-08-01
26000,2018-08-01
65000,2018-08-01
192000,2018-08-01
85000,2018-08-01
32000,2018-08-01
130000,2018-08-01
25000,2018-08-01
55000,2018-08-01
40000,2018-08-01
53000,2018-08-01
50000,2018-08-01
65000,2018-08-01
30000,2018-08-01
115000,2018-08-01
135000,2018-08-01
34000,2018-08-01
75000,2018-08-01
62400,2018-08-01
90000,2018-08-01
90852,2018-08-01
29000,2018-08-01
19920,2018-08-01
34000,2018-08-01
42827.2,2018-08-01
65000,2018-08-01
45000,2018-08-01
47000,2018-08-01
31163,2018-08-01
34000,2018-08-01
34000,2018-08-01
45000,2018-08-01
74000,2018-08-01
24256,2018-08-01
84260,2018-08-01
103000,2018-08-01
42000,2018-08-01
84000,2018-08-01
60000,2018-08-01
120000,2018-08-01
53000,2018-08-01
68000,2018-08-01
40000,2018-08-01
750000,2018-08-01
24000,2018-08-01
100000,2018-08-01
94326,2018-08-01
150000,2018-08-01
275000,2018-08-01
33000,2018-08-01
132000,2018-08-01
22000,2018-08-01
59717,2018-08-01
210000,2018-08-01
60000,2018-08-01
60000,2018-08-01
25000,2018-08-01
145000,2018-08-01
185000,2018-08-01
87000,2018-08-01
80000,2018-08-01
45000,2018-08-01
85000,2018-08-01
100000,2018-08-01
86000,2018-08-01
27000,2018-08-01
97000,2018-08-01
35000,2018-08-01
57400,2018-08-01
131850,2018-08-01
33500,2018-08-01
40000,2018-08-01
69000,2018-08-01
140000,2018-08-01
22600,2018-08-01
45000,2018-08-01
70000,2018-08-01
41600,2018-08-01
156000,2018-08-01
65000,2018-08-01
155000,2018-08-01
45000,2018-08-01
15000,2018-08-01
30000,2018-08-01
14500,2018-08-01
78000,2018-08-01
60000,2018-08-01
38523,2018-08-01
82000,2018-08-01
85000,2018-08-01
24000,2018-08-01
35000,2018-08-01
32000,2018-08-01
68000,2018-08-01
26338,2018-08-01
68427,2018-08-01
15034,2018-08-01
32000,2018-08-01
40000,2018-08-01
77040,2018-08-01
65000,2018-08-01
140000,2018-08-01
75000,2018-08-01
100000,2018-08-01
65000,2018-08-01
120000,2018-08-01
62000,2018-08-01
65000,2018-08-01
90000,2018-08-01
130000,2018-08-01
32000,2018-08-01
50000,2018-08-01
100000,2018-08-01
62400,2018-08-01
63000,2018-08-01
115000,2018-08-01
47000,2018-08-01
72000,2018-08-01
40000,2018-08-01
135000,2018-08-01
65000,2018-08-01
200000,2018-08-01
70000,2018-08-01
44000,2018-08-01
98000,2018-08-01
64000,2018-08-01
69000,2018-08-01
65000,2018-08-01
75000,2018-08-01
10000,2018-08-01
86707,2018-08-01
60000,2018-08-01
85000,2018-08-01
0,2018-08-01
100000,2018-08-01
69000,2018-08-01
48000,2018-08-01
60000,2018-08-01
72000,2018-08-01
250000,2018-08-01
211000,2018-08-01
120000,2018-08-01
85000,2018-08-01
52800,2018-08-01
235000,2018-08-01
40000,2018-08-01
120000,2018-08-01
50000,2018-08-01
76000,2018-08-01
84000,2018-08-01
43000,2018-08-01
185000,2018-08-01
97500,2018-08-01
300000,2018-08-01
90000,2018-08-01
59000,2018-08-01
80000,2018-08-01
53000,2018-08-01
38000,2018-08-01
153000,2018-08-01
57600,2018-08-01
190000,2018-08-01
64212,2018-08-01
97600,2018-08-01
97000,2018-08-01
70000,2018-08-01
50000,2018-08-01
288164,2018-08-01
52500,2018-08-01
60200,2018-08-01
49000,2018-08-01
80600,2018-08-01
88698.24,2018-08-01
40000,2018-08-01
110000,2018-08-01
130000,2018-08-01
100000,2018-08-01
19000,2018-08-01
29000,2018-08-01
26000,2018-08-01
92000,2018-08-01
7856.73,2018-08-01
23923.2,2018-08-01
95000,2018-08-01
57500,2018-08-01
85000,2018-08-01
115000,2018-08-01
93000,2018-08-01
43000,2018-08-01
70000,2018-08-01
50000,2018-08-01
475000,2018-08-01
43000,2018-08-01
18000,2018-08-01
33000,2018-08-01
70000,2018-08-01
42000,2018-08-01
70000,2018-08-01
100000,2018-08-01
92000,2018-08-01
100000,2018-08-01
40000,2018-08-01
33600,2018-08-01
95000,2018-08-01
75000,2018-08-01
60000,2018-08-01
80000,2018-08-01
72000,2018-08-01
44525,2018-08-01
54452,2018-08-01
47000,2018-08-01
124665,2018-08-01
53000,2018-08-01
150000,2018-08-01
26200,2018-08-01
92000,2018-08-01
196996,2018-08-01
45000,2018-08-01
53000,2018-08-01
90000,2018-08-01
60000,2018-08-01
50000,2018-08-01
50000,2018-08-01
65000,2018-08-01
50614.92,2018-08-01
62000,2018-08-01
67000,2018-08-01
25000,2018-08-01
83000,2018-08-01
54500,2018-08-01
48235.2,2018-08-01
48000,2018-08-01
51000,2018-08-01
86000,2018-08-01
60279.48,2018-08-01
105000,2018-08-01
70000,2018-08-01
30000,2018-08-01
58000,2018-08-01
40000,2018-08-01
120000,2018-08-01
75000,2018-08-01
290000,2018-08-01
58038,2018-08-01
83500,2018-08-01
80000,2018-08-01
46080,2018-08-01
92000,2018-08-01
106000,2018-08-01
80000,2018-08-01
250000,2018-08-01
102419,2018-08-01
38400,2018-08-01
40000,2018-08-01
72000,2018-08-01
45000,2018-08-01
25000,2018-08-01
89000,2018-08-01
41000,2018-08-01
40000,2018-08-01
25000,2018-08-01
60000,2018-08-01
40000,2018-08-01
75504,2018-08-01
55000,2018-08-01
144000,2018-08-01
116000,2018-08-01
49000,2018-08-01
80000,2018-08-01
18000,2018-08-01
56000,2018-08-01
105932,2018-08-01
125000,2018-08-01
115000,2018-08-01
86000,2018-08-01
138463,2018-08-01
33000,2018-08-01
95000,2018-08-01
70000,2018-08-01
48000,2018-08-01
32988,2018-08-01
52000,2018-08-01
23684,2018-08-01
70000,2018-08-01
70000,2018-08-01
100000,2018-08-01
50000,2018-08-01
90000,2018-08-01
26872,2018-08-01
30000,2018-08-01
22500,2018-08-01
100000,2018-08-01
60000,2018-08-01
36000,2018-08-01
395000,2018-08-01
85000,2018-08-01
63000,2018-08-01
155000,2018-08-01
19860,2018-08-01
89799,2018-08-01
28400,2018-08-01
28428,2018-08-01
65000,2018-08-01
21900,2018-08-01
50000,2018-08-01
30000,2018-08-01
14460,2018-08-01
112000,2018-08-01
40646,2018-08-01
50000,2018-08-01
68000,2018-08-01
50000,2018-08-01
45000,2018-08-01
52575.84,2018-08-01
37400,2018-08-01
22000,2018-08-01
39000,2018-08-01
55000,2018-08-01
100000,2018-08-01
36000,2018-08-01
75000,2018-08-01
61000,2018-08-01
52000,2018-08-01
30000,2018-08-01
50500,2018-08-01
65000,2018-08-01
16620,2018-08-01
60000,2018-08-01
68000,2018-08-01
51000,2018-08-01
64495,2018-08-01
44579,2018-08-01
210000,2018-08-01
81383,2018-08-01
75000,2018-08-01
50200,2018-08-01
45000,2018-08-01
28358.21,2018-08-01
35000,2018-08-01
167000,2018-08-01
70000,2018-08-01
9600,2018-08-01
80000,2018-08-01
46674,2018-08-01
67000,2018-08-01
50000,2018-08-01
40000,2018-08-01
250000,2018-08-01
54000,2018-08-01
73000,2018-08-01
40000,2018-08-01
96000,2018-08-01
101000,2018-08-01
149495,2018-08-01
52000,2018-08-01
25672.92,2018-08-01
24000,2018-08-01
110000,2018-08-01
28000,2018-08-01
28000,2018-08-01
44000,2018-08-01
45000,2018-08-01
160000,2018-08-01
46000,2018-08-01
65000,2018-08-01
83441,2018-08-01
95000,2018-08-01
21000,2018-08-01
12468,2018-08-01
69000,2018-08-01
48000,2018-08-01
420000,2018-08-01
100000,2018-08-01
41028,2018-08-01
77220,2018-08-01
68000,2018-08-01
89509,2018-08-01
29145,2018-08-01
42000,2018-08-01
491834,2018-08-01
20000,2018-08-01
20000,2018-08-01
90000,2018-08-01
90000,2018-08-01
32000,2018-08-01
55000,2018-08-01
70000,2018-08-01
218400,2018-08-01
48500,2018-08-01
43000,2018-08-01
64000,2018-08-01
38000,2018-08-01
59000,2018-08-01
78000,2018-08-01
135000,2018-08-01
30000,2018-08-01
30000,2018-08-01
54346,2018-08-01
40000,2018-08-01
51600,2018-08-01
93000,2018-08-01
153000,2018-08-01
40476,2018-08-01
85000,2018-08-01
55000,2018-08-01
75000,2018-08-01
40000,2018-08-01
56160,2018-08-01
43900,2018-08-01
112064,2018-08-01
28000,2018-08-01
17136,2018-08-01
55000,2018-08-01
69000,2018-08-01
70000,2018-08-01
105000,2018-08-01
104000,2018-08-01
69500,2018-08-01
50000,2018-08-01
70000,2018-08-01
23000,2018-08-01
108009,2018-08-01
53000,2018-08-01
44751,2018-08-01
45000,2018-08-01
23000,2018-08-01
35000,2018-08-01
88000,2018-08-01
71000,2018-08-01
52000,2018-08-01
25000,2018-08-01
80000,2018-08-01
75000,2018-08-01
102000,2018-08-01
67000,2018-08-01
130000,2018-08-01
27000,2018-08-01
50000,2018-08-01
55000,2018-08-01
105000,2018-08-01
100000,2018-08-01
25000,2018-08-01
55000,2018-08-01
70000,2018-08-01
42000,2018-08-01
90000,2018-08-01
70000,2018-08-01
99700,2018-08-01
80000,2018-08-01
30000,2018-08-01
100000,2018-08-01
52000,2018-08-01
61000,2018-08-01
62000,2018-08-01
45000,2018-08-01
105000,2018-08-01
18000,2018-08-01
20000,2018-08-01
42500,2018-08-01
62400,2018-08-01
31000,2018-08-01
60000,2018-08-01
36960,2018-08-01
49137,2018-08-01
70000,2018-08-01
61244,2018-08-01
70000,2018-08-01
85000,2018-08-01
126000,2018-08-01
95000,2018-08-01
90000,2018-08-01
45000,2018-08-01
75000,2018-08-01
80000,2018-08-01
65000,2018-08-01
50200,2018-08-01
100000,2018-08-01
50000,2018-08-01
34000,2018-08-01
145000,2018-08-01
190000,2018-08-01
18000,2018-08-01
120000,2018-08-01
85000,2018-08-01
111000,2018-08-01
66552,2018-08-01
80000,2018-08-01
45000,2018-08-01
78000,2018-08-01
100000,2018-08-01
60000,2018-08-01
10644,2018-08-01
28000,2018-08-01
60000,2018-08-01
60000,2018-08-01
47000,2018-08-01
160000,2018-08-01
89000,2018-08-01
87500,2018-08-01
80000,2018-08-01
82000,2018-08-01
70000,2018-08-01
56000,2018-08-01
24000,2018-08-01
55000,2018-08-01
49999,2018-08-01
52000,2018-08-01
46000,2018-08-01
95000,2018-08-01
22300,2018-08-01
20571.84,2018-08-01
30720,2018-08-01
125000,2018-08-01
105000,2018-08-01
13500,2018-08-01
48500,2018-08-01
62524,2018-08-01
48000,2018-08-01
36000,2018-08-01
60000,2018-08-01
16000,2018-08-01
98000,2018-08-01
30000,2018-08-01
50000,2018-08-01
56000,2018-08-01
32000,2018-08-01
75000,2018-08-01
106000,2018-08-01
105000,2018-08-01
30000,2018-08-01
53500,2018-08-01
44000,2018-08-01
21000,2018-08-01
35984,2018-08-01
45000,2018-08-01
161746,2018-08-01
69680,2018-08-01
55000,2018-08-01
170000,2018-08-01
32000,2018-08-01
30000,2018-08-01
55000,2018-08-01
90000,2018-08-01
70752,2018-08-01
46000,2018-08-01
90000,2018-08-01
75000,2018-08-01
26484,2018-08-01
60000,2018-08-01
47923,2018-08-01
75000,2018-08-01
73000,2018-08-01
260000,2018-08-01
75000,2018-08-01
70000,2018-08-01
25932,2018-08-01
65000,2018-08-01
125000,2018-08-01
100000,2018-08-01
87500,2018-08-01
75000,2018-08-01
39820,2018-08-01
50000,2018-08-01
50000,2018-08-01
40000,2018-08-01
21156,2018-08-01
53000,2018-08-01
31000,2018-08-01
45000,2018-08-01
85000,2018-08-01
60000,2018-08-01
46525,2018-08-01
24000,2018-08-01
90000,2018-08-01
56000,2018-08-01
16800,2018-08-01
40000,2018-08-01
485000,2018-08-01
137359,2018-08-01
98000,2018-08-01
56000,2018-08-01
88500,2018-08-01
65000,2018-08-01
100000,2018-08-01
53000,2018-08-01
30000,2018-08-01
75000,2018-08-01
83200.08,2018-08-01
79600,2018-08-01
120000,2018-08-01
24000,2018-08-01
100000,2018-08-01
55000,2018-08-01
65000,2018-08-01
70000,2018-08-01
52000,2018-08-01
70000,2018-08-01
92000,2018-08-01
107000,2018-08-01
34500,2018-08-01
36000,2018-08-01
115000,2018-08-01
150000,2018-08-01
100000,2018-08-01
120000,2018-08-01
53000,2018-08-01
45000,2018-08-01
160000,2018-08-01
72000,2018-08-01
78000,2018-08-01
94000,2018-08-01
55000,2018-08-01
78000,2018-08-01
80000,2018-08-01
75000,2018-08-01
127000,2018-08-01
100000,2018-08-01
135000,2018-08-01
124000,2018-08-01
62000,2018-08-01
74000,2018-08-01
48312,2018-08-01
105000,2018-08-01
56000,2018-08-01
65000,2018-08-01
35000,2018-08-01
70000,2018-08-01
72800,2018-08-01
160000,2018-08-01
40000,2018-08-01
135000,2018-08-01
51000,2018-08-01
60000,2018-08-01
50000,2018-08-01
141916,2018-08-01
40000,2018-08-01
80000,2018-08-01
36720,2018-08-01
48000,2018-08-01
64400,2018-08-01
66000,2018-08-01
130000,2018-08-01
31200,2018-08-01
75000,2018-08-01
46800,2018-08-01
185000,2018-08-01
83000,2018-08-01
73000,2018-08-01
43246.32,2018-08-01
54000,2018-08-01
130000,2018-08-01
84000,2018-08-01
118000,2018-08-01
130000,2018-08-01
45000,2018-08-01
65000,2018-08-01
60000,2018-08-01
43000,2018-08-01
71260,2018-08-01
70000,2018-08-01
55000,2018-08-01
150000,2018-08-01
102000,2018-08-01
100000,2018-08-01
36550,2018-08-01
24000,2018-08-01
230192,2018-08-01
230000,2018-08-01
42000,2018-08-01
55100,2018-08-01
67000,2018-08-01
55000,2018-08-01
30000,2018-08-01
600000,2018-08-01
35000,2018-08-01
36000,2018-08-01
30000,2018-08-01
52000,2018-08-01
29000,2018-08-01
110000,2018-08-01
15000,2018-08-01
54000,2018-08-01
102000,2018-08-01
104000,2018-08-01
84000,2018-08-01
59987,2018-08-01
30000,2018-08-01
60000,2018-08-01
60000,2018-08-01
72000,2018-08-01
144083.4,2018-08-01
54000,2018-08-01
90000,2018-08-01
9000,2018-08-01
50000,2018-08-01
50000,2018-08-01
55000,2018-08-01
56000,2018-08-01
31616,2018-08-01
46000,2018-08-01
75000,2018-08-01
80000,2018-08-01
85000,2018-08-01
53145,2018-08-01
60000,2018-08-01
70000,2018-08-01
63500,2018-08-01
180000,2018-08-01
120000,2018-08-01
89000,2018-08-01
62000,2018-08-01
91000,2018-08-01
20000,2018-08-01
32000,2018-08-01
52000,2018-08-01
70000,2018-08-01
100000,2018-08-01
50000,2018-08-01
