doc_id,label,train_id,text
doc03217,book,train,This book had a very very sad ending and a lot of things happened in this book so I suggest that if your reading this series then do NOT skip this book!
doc05092,book,train,"I picked this up wanting to read about the guy's experiences at the movies.  Which movies did he like?  Which ones did he not like?  What does he have to say about the current movie going experience?What I got was a book that is just a little too high-concept for its own good.  In most of the 52 chapters, Murphy teases the reader with a list of movies he saw that week - but then he very rarely says a thing about those movies.  Instead, he talks in one chapter about crappy movie seats, or in another about theater food - you see, each chapter has to have its own movie theater related theme.  What this ends up being is just a lot of kind of boring fluff filler when what I really wanted to read was what he thought of &quot;Legally Blonde&quot;.That said, there were some amusing moments - like when he sneaks in an entire Thanksgiving dinner in a heavy coat (with tons of sewn-in pockets) or when he takes 6 different women (on 6 different nights) to see &quot;Serendipity&quot; (which he didn't much like - thanks for telling us Kevin!).Not bad to check out from the library - but I wouldn't keep it on my shelf."
doc01527,book,train,This is a very cute book for the beginning of the year! Lots of lesson plans are available online also.
doc01254,book,train,"A biting and beautiful slice of Australian history around the pearling industry with amazing and complex family connections.The present and the past - some like to forget or hide from these connections and some like to delve deep until the two come together; for better or for worse.In a nutshell you could say this is a love story over many years and tears. The journey is told with sensitivity and feeling. Imagining travelling form a comfortable life where nothing is ever ""different"" then being alone and heavily pregnant on the shores of a foreign country. The surroundings are foreign, the weather is foreign and the people look and sound completely different. Human bonds across ethnicity, old English classes and new ways of being are explored in this book. Sometimes delicately, other times the harshness of real life hits you right between the eyes!I wanted to find out about the future, what happened next and coincidentally learned something about the reality of the harshness of harvesting the exquisite ""Pearls of the Moon."""
doc06091,book,train,"I would rather have Bechtel take over my municipal water supply then have these 'lucky' girls come and live, or even worse, try to give aid, in my third world country.In one of the two stories I could get through, a comfortably well off family goes to Bangkok to visit its daughter, Mandy, who is volunteering at an AIDS orphanage.On principle, this really bothered me. Mandy is not a doctor, so what is she really doing at the Thai AIDS orphanage except getting in the way while getting to feel morally superior and enjoy an exotic country?  I find that kind of charity work - exotic and chic in its slumminess and rejection of bourgeoisie comforts - really self serving, and not very useful. Let's recognize it for what it is.She is so painfully politically correct that she has zero character judgment. After she springs her slimy, no account Thai boyfriend on the family, she takes her mother to task (which you could tell she was just dying to do) for not appearing to like him, even though the mother's only prior exposure to him had been when Mandy called her to tell her he had raped and hit her.  When her mother finally gets Mandy alone, Mandy basically responds ""Oh, when I called you all hysterical that time? He didn't really rape and hit me. It was just a cultural misunderstanding. And don't you dare judge him! You just don't like him because you're a racist xenophobe! I reject your bourgeoisie lifestyle and values! You can't possibly understand what a deep, meaningful experience I'm having in this rich culture while I make the world a better place at the same time! So there!""Another story involves a twentysomething homewrecker who lingers in India long after her lover dies, just hanging around, blowing off her brother's wedding back in the states, being a painful reminder to her lover's mother and his family. The story ends when she finally dares to tell the dead lover's mother that she, the young American mistress, should have been summoned to see him after he fell ill and was surrounded by his wife and children. Sorry, but as a mistress you don't have that right, you disrespectful tramp.Most of the girls reminded me of those insufferable girls who would return from their semester abroad and claim not to remember the American English word for various common items, or even worse, speak in a different accent for a few days until they were finally shamed into dropping it. But these are the girls who decided to remain abroad and become expats.You go away, girls."
doc02080,book,valid,"I enjoyed this book very much because I was consistently wrong about what I thought would happen next.  There was a bit of &#34;saw that coming&#34; but a majority of the time, it kept me guessing."
doc02508,book,valid,My grandson struggles with reading so it was nice to find a book for him that he actually wanted to read.  He feels like he knows &#34;Charlie&#34; from seeing him on TV.
doc05995,book,train,"Ms. Horne gives us an introduction to witchcraft that is fun to read and full of useful information. Her magic is a little Wicca-flavored, but it's not overpoweringly Wiccan, and thus can be applied by non-Wiccans as well. She approaches one of the major ethical issues of magic by offering her opinions on cursing (she disagrees with the practice for some very compelling reasons), but also provides some curses and lets the reader make his or her own decision--a decision many Witch/Wiccan authors don't seem to trust their readers with. She also provides some recipes dor herbal shampoos and other cosmetics--these aren't necessarily related to Wicca or witchcraft, but they're interesting nonetheless, and fun.While I disagree with some of her methods (invoking deities willy-nilly in spells), I would definitely recommend this book to someone looking for a good introduction to witchcraft, especially if they, like me, are not Wiccan. Of course, as with any introductory text, I would recommend going beyond it and reading other books, but Horne's book is a good place to start."
doc00423,book,valid,"Review originally posted on The Book Addict's GuideTo continue my kick with male POVs, I was hoping UNDERCURRENT by Paul Blackwell would hit the spot. I had seen a lot of mixed reviews, but right from the start, I was really enjoying Callum&#8217;s voice and his perspective. I don&#8217;t know what it is, but male POVs just really sound authentic to me &#8212; well, good ones anyway &#8212; and I think I read soooo many female protagonists that a good male character is just so well-appreciated!So in UNDERCURRENT, Callum knows he went over the falls near his house and survived&#8230; But doesn&#8217;t remember anything about how it happened and why his life is so different from what he &#8220;left&#8221;. His family acts entirely different, stores are missing, his friends aren&#8217;t the same, and even he is being treated like he&#8217;s a totally different person. I was curious to see exactly what would happen because clearly the story was leading somewhere but I was really suspicious as to where&#8230;I had peeked at a few reviews that compared it to The Butterfly Effect, so obviously I knew something similar was up, but it really wasn&#8217;t quite as psychological as that and didn&#8217;t jump around as much as that movie had. I really can&#8217;t say if it was because I had this expectation that I felt like the book moved a bit slowly or if it was just that I wasn&#8217;t as into it as I had hoped. There were a lot of questions brought up and Callum only slowly gets answers. It wasn&#8217;t so much of a story about how to fix his current situation so much as figuring out what happened to him and how he got there so I think I was hoping for just so much more action and less set-up. Either way, I did enjoy what I read, and even though I tried to keep my expectations a little bit lower due to very mixed ratings amongst friends, I still found myself not as into the book as I had hoped.I really wanted a bit more character development as well. Obviously since Callum&#8217;s entire world has been turned upside down, we&#8217;re mostly in his head, spending time with his thoughts and surroundings. That allowed very little opportunity to really explore other characters and get to know them since they&#8217;re not even the people he once knew, and I think as great as that concept for a story line is, it made it hard for me to really connect with the book because I wasn&#8217;t really able to connect with the characters at all.I did enjoy UNDERCURRENT, but my feelings do still fall somewhere in the middle. It was an interesting read, but it wasn&#8217;t something that made a lasting impression on me. I think others could enjoy it too, but it&#8217;s not really something that&#8217;s going to blow you away."
doc06387,book,train,"Like a previous reviewer, I found myself wanting to like this book more than I did.  But, ""Minutes to Burn"" is far too long, and filled with useless description and repetitive sequences.  A blend of every sci-fi/horror cliche of the past twenty years, the novel starts off well, but gets bogged down by a little too much technical garbage, and scenes that seem padded to expand the characterizations.  Unfortunately, most of the characters in this book are not that likeable.  Once again, we are treated with a Sigourney Weaver pair of female warriors, one black, one white.  Szabla is so obnoxious in her braggodocio that I wanted to slap her several times; meanwhile, the tough Cameron is such a self-centered, whining brat that she and her husband Justin come across as the Ken and Barbie of the future.  Savage is such a pompous and evil, insensitive character that one can't find much in him to admire.  That leaves Tucker and Tank as the only real likeable SEALS, and poor Derek goes off so weirdly, and becomes a father figure to the larva of one of the monsters.  Needless to say, Daddy doesn't fare too well.  Through the novel, we learn that Derek's child died a horrible death, obviously at the hands of its mother, but in the revelatory scene, we aren't really told WHAT the heck happened.But, nonetheless, the last section of the book does move better, and the action sequences are very well developed.  The inevitable sequel looms, but I don't think Hurwitz has anywhere to go with this one.Not a horrible read, but not one I'd recommend at this time."
doc06888,book,valid,"Disclaimer: before even starting to begin to read a novel about Miami, I have to personally untangle myself from the unseemly misconceptions I have about the city; for my own personal experiences have not been kind. I suppose I probably quite wrongly assume that these three things are required in order to be counted as a person in the city of Miami: a) that one have oodles of money (no matter where it comes from b) that one is exceedingly beautiful and c) one must be both of these things or in quick daily constant pursuit of these things and if not, then d) one simply is nothing, no one and never will become much of anything, in Miami. I am willing to assume this may not be entirely true. I also suffer from some admittedly American delusional prejudices that push me in the direction of thinking of one is Cuban or from Latin America, and living in Miami, then one can literally do and get away with any and almost anything--scratch the almost and just go with literally, one can and does get away with anything. Maybe it's all that clickety click fast talking Spanish that has me shaking my head and not comprehending. Though how beautiful and lush it is.Yes! -- Miami is a hub of culture. Yes! -Miami is a beautiful city. I will give Miami that. At what cost?I suppose I will refrain from answering. And having presented this disclaimer I am also willing to admit that maybe I am prejudiced because of the a)high crime rate in Miami b)inability of at least 50% of the population to learn and speak standard English(not that other languages are bad, but remember this is still the USA and I still would like to be able to speak English in the good old USA and c) that my personal bad experiences in Miami are still little needles of pain jabbing at me whenever I get too close to the sun. Ouch!And then I went and picked up Stiltsvile, and realized that I am not the only one who see's the disparity between the wealthy and the poor and the honest and the criminal. And that there are families, honest and true trying hard to live the American Dream in such a decadent place as Miami and that many are simply unable to make those dreams into something even resembling fruition. So there was a whole lot of Aha! Moments while reading Stiltsvile, and I am thankful to Ms. Daniel for that.For any person who is landlocked this summer and wishes they could just get away from it all, this book is for you!  I could very happily dive in for another swim if only for a reunion with such loveable characters and storyline.  There is a sense of rambling through the curtain of dark mangroves, alligators roaring with toothy grin, and the stilt house magically grows inside the soul pulling the waves alongside.  There are meager swells, and sea salt air, my neck grew damp with humidity and sweat and pictures of a family and a couple working hard to keep their marriage together grew up and all around me. Truly the mark of an extremely good writer! Creating imagery and making imagery come alive is no easy task.There is a brief mile marker that truly is a significant choice that Dennis and Frances have to make whether to move into uncharted criminal territory (just to have a nice boat ((what will it be next time? A newer and bigger house)), yet the couple rights themselves and sails down clearer seas, all the while still struggling. I did feel a tinge of disparity between people in Miami who lost everything they owned, and this novel's couple who had two homes and lost one. One that was a family paradise and getaway, but still, owning one home is far better than owning none. And they didn't have to live in the tent in Homestead either. So, there was a bit of thinking, all isn't splitsville or even sorryville for this family.Nonetheless, Dennis's struggle to find meaningful work for most of his life is real and very relatable, as is Frances's struggle to keep from cheating with Jack, as is Margot's impossible battle with the mean girls at Sunset. Much of that section of the book, Margot's struggle reminds me of my own teenage troubles in Kendall, and I wonder if the school systems just don't work very hard on helping kids through this difficult period? Meanness just so abounds. This leads me back to harping on the culture, because I truly believe it is the shallowness of the pursuit of riches and beauty at all costs and this emphasis that that is all that matters, or makes one worthy of being counted in this lifetime that is part of Miami's problem. I do think Miami has a bit of a problem in this arena. And truthfully, I don't have a whole lot of guilt about saying that either. Sorry for the commentary.Ms. Daniels does not hesitate from sharing the truth either, and I think that is commendable, as she is literally from Miami. So that takes courage. Dennis and Frances' valiant effort to stay together, a true testament to the power of marriage.The ending is extremely sad and really sneaks up on the reader, and requires a box of Kleenex. It truly does. And I think the way everyone came together as opposed to coming apart, when Dennis is suffering is another fine example of how families can work together even in the final terrible hours of departure.So, jogging back to what I said about Miami. Who knows, anything is possible. Enduring love is possible; surviving in Miami without being all of those shallow things,(amazingly)is also possible.That's why Change is such an attractive color when held up to humanity."
doc01130,book,valid,Being of Italian descent I found this book interesting from the start to the end.  It reminded me of some of the stories my grandmother told about her trip and time in America in the early 1900
doc01569,book,train,"In my teacher observations over the past year and a half, I have come to the conclusion that the problem with our schools is the teachers.  Most are pessimistic about their students and have either lost their faith or never contemplated their spirituality.  This book is the best book I have read concerning the profession of teaching.  It has given me the strength to seek truth and not conform to the educational system in place.  The author talks about education as a spiritual journey.  Although his faith is of the Christian religion, he is neither dogmatic nor unscientific.  Mr. Palmer is very appealing to all the religions, and he is also very knowledgeable.  People of all spiritual practices will enjoy this book (I happen to be more into all the religions but tend to be more interested in the eastern religions).  His views remind a lot of Ghandi.  He is definitely a revolutionary man and teacher alike.  Mr. Palmer explains the danger of the one-sided views of objectivism and subjectivism.  He suggests that a mixture of the two is needed.  He talks about the new physics (quantum mechanics) and gives several other resources to explain his views.  The author reveals the simple truth that the best way to learn is in a nurturing community. Palmer reveals many of the problems with the current system. He also reveals some information about his own spiritual struggle and errs of teaching.  This book is a must read for teachers, students, and life-long learners."
doc03270,book,valid,I bought this book because we hired the author to come and do a presentation at our school.  It's a cute story and animal loving boys and girls will especially love Irene and all her pets!
doc00247,book,valid,"Originally reviewed at Tempting ReadsStealing Home, up until the last few chapters, was not a bad read. It was funny, with a good sense of comedic timing similar to Rachel Gibson, and in no way a serious read. It was pure entertainment. The writing and pacing were on point and the story was a unique take on close contact developing into something more. I liked the small glimpses of baseball the author provided too. I never felt the sports parts came across as overwhelming or inaccurate. Of course, I am sports illiterate, so I wouldn't have known if the author described something wrong or not. But the tidbits seemed plausible. I would definitely read another romance by this author, although I may not buy it until I read it first to check out the heroine.*review copy provided by publisher for honest review"
doc07991,book,valid,"Since I love Follett's historical epics (The Pillars of the Earth, Fall of Giants, etc) so much and I love thrillers, I figured I should try one of the types of books that originally made him famous.After being disappointed by the last WWII thriller I read (Simon Tolkien's Orders from Berlin), Eye of the Needle was what I'd been looking for! The plot centers around a fictional (but relatively probable) ""what-if"" scenario involving the lead-up to the Normandy invasion, which gave the book its historical depth.  It's also a fantastic page turner - with spies, MI5, murder, police work, and a side love story as well.My one small criticism is that I thought the Epilogue was contrived and unnecessary to the story - but you can just stop reading when the regular book ends, so it doesn't end up doing much harm.For more reviews, check out my blog, Sarah's Book Shelves."
doc02133,book,train,"Reading Kenneth Davis is somewhat like watching a re-run of an old TV show you have not seen in some time.  It is very entertaining and enjoyable but at the same time you're not learning anything new.  I did like some of his subject matter like the Bible War in Philadelphia which rarely sees coverage now and I also enjoyed the parts of the book which dealt with The Seminole War and treatment of Native Americans.Again, neither of those stories are new or even untold, but they do not get the coverage or telling that they used too so it is nice to hear about them again. Read this if you're really into history and want to read something different. It's a good read."
doc01792,book,valid,"I think whatever I say about this book won't do it nearly as much justice as I feel it deserves.  When you think about the plot, it seems like it has been done to death and that it's just a cliche.  But this author takes every expected outcome or reaction and twists it in an unexpected manner.  When you would normally see a dramatic moment or a villainous character, you don't end up with the expected.  It was so refreshing!Miranda was a simply awesome character.  She's a ""lowly shop girl"" who somehow catches the interest of Viscount Downing.  Their first encounters are full of playful banter and hidden innuendos.  I loved how Downing skewed things in his favor so that he had an excuse to see her again.  As their acquaintance deepens, Miranda cannot help but feel that Downing has cultivated their friendship for another purpose, but she quite rationally thinks it through and decides to risk it anyway.  Miranda is an optimist, but she's also very pragmatic and realistic.  There were a few moments in the story where I expected her to react with high drama, but she didn't.  She took the time to think things through and decide what she was willing to accept and what the motivations of the offender were.  I couldn't help but love her for it.Downing was quite fascinating.  When we got further into the story and discovered his hidden motivations, I just wanted to smack him upside his head, and then cuddle him.  That man needed love.  He was constantly plotting and maneuvering, but he was afraid to trust it when he finally achieved his goal.  His dual nature was so sad.  He had incredible self loathing, but he desperately wanted someone to see him and love him for who he was.  I was so devastated for both him and Miranda toward the end.  The anguish and yearning that was shown in that final scene in the bedroom...it killed me.I loved how there were no villains in this story.  Even though there were characters who caused issues and problems for their family, they were still sympathetic.  Also, there was a situation involving a woman that I felt was handled extremely well.  I was afraid she would turn into a caricature, but the author held true to her determination to make every character feel real and understandable.At times the writing was quite poetic and lyrical.  Downing was the biggest cause of that.  He liked to seduce Miranda with his words, and he had quite a compelling turn of phrase.  The sexual tension in this book was excellent.  The characters don't have sex until far into the book, but I'm glad they didn't.  I really enjoyed watching them seduce each other with their conversation and their personalities.  It made their final capitulation so much more meaningful and sexy.This book wasn't dark and angsty, but it wasn't light and irreverent.  It felt like a nice balance of all those factors depending on the requirements of the scene.  There were times it was humorous and cute, and times it was powerful and sexy, but it was also tortured and dark too.  I like that it couldn't be easily typecast.I cannot wait to try more by this author.  I can only hope that I enjoy them as much as I liked this one."
doc06495,book,valid,"I was looking for a cookbook for our 10 year old daughter who already knows her way around the kitchen -- rachael ray's cookbooks were too babyish, and many of the other standard kids' cookbooks seem to use too many mixes and pre-prepared foods. This cookbook is great (if you can get past the goofy pictures of emeril on every page) -- everything we've made has been delicious -- the recipes aren't super easy, but for a kid interested in cooking it's no  problem.  the international food selection is perfect for kids -- it's like a greatest hits of food from every country (kung pao chicken,morrocan couscous,jamaican jerk chicken, tortilla soup)"
doc04340,book,train,"Books by british educated authors are usually boring.  I thought I would take a chance since Zamoyski was born in New York.  It paid off.  I found it very exciting and easy to read.  It is very detailed and thoroughly researched, yet not boring at all.  I couldn't put it down, and I wanted more.  It reads like a novel, and keeps you hooked.  I have started reading his other book about the fall of Napoleon.  I would love to see Zamoyski write some more about Napoleon's earlier campaigns."
doc02242,book,valid,"If you bought all the ""Trading Spaces"" books, or worship at the altar of Christopher Lowell and Nate Berkus, then this is probably NOT the book for you.  This is not a helpful hints, step-by-step book, or a book of designer secrets.  It's the edgy boutique hotel of decorating books, not the Hilton.It's a book of inspiration.  Wearstler's interiors show the rewards of having patience and searching for the absolute perfect color, perfect item, perfect chair.  She shows how to twist tradition with a blend of unusual pieces, unexpected finishes, and wild patterns and colors.Every time I pick this up I find a quirky detail in one of the rooms.  Whether it's a ceramic dog positioned to be peeking over the back of a sofa, or a large black tassel hanging from a brass door handle, or a lacquered wall.  All stuff I'd usually cringe at, but here done with the author's wit, and it works.You may not wish to have any of that in your home, but I bet you'll start finding the courage to display more than just a Crate and Barrel vase on the coffee table."
doc03322,book,valid,Very well written.  While not quiet as &#34;in depth&#34; as some of the other books I've read.. It definitely has alot of the pertient information that you will need for the upcoming year.  I enjoyed it!
doc07523,book,valid,"I have read every single book in this series, in order.  This one just fell short some how.  Not as funny as the previous books and it just sort of dragged for me.  It was the page turner that so many of her other books are.  Sorry.  I usually give her stellar reviews, but this book just feel short for me.  Sorry Lyndsay"
doc08196,book,valid,"This book was amazing. Easily my favorite Warriors book. It's also the sadiest. At one part I was in the car with a couple of friends, and one of them asked me why I was sobbing!Anyways, the book starts as a flood sweeps through the RiverClan camp, at the same time Crookedstar's mother, Rainflower, starts kitting. Her mate, Shellheart, and the medicine cat, Brambleberry, get her into an oak tree. She gives birth to two kits, who she names Oakkit, after the oak that sheltered her, and Stormkit, after the storm that drove them there. Shellheart then remarks it was a shame that they couldn't both be leaders of RiverClan.As the next chapter starts, it becomes clear that Stormkit is very adventurous, and, Riverflower, instead of scolding him when he falls off a brach sticking over the river and needs to be rescued, she praises him for being brave.Sometime later, Stormkit and Oakkit sneak out of camp, and go over to SunningRocks. The current ThunderClan medicine cat, Goosefeather, is there gathering herbs, andStormkit decides to try annd scare him off. Instead, Goosefeather chases them back onto the Stepping Stones, and Stormkit falls and slamms his jaw on a rock. A tortoiseshell cat apperes in the water  in front of him, and tells him it is not his time to die.Stormkit later wakes up in the medicine cat den, and finds out he broke his jaw. His mother, Rainflower, refuses to see him, and has Hailstar, the current leader of RiverClan, change Stormkit's name to Crookedkit.Soon, Oakkit is made an apprentice, but Crookedkit is not. Feeling like he has no place in RiverClan any more, he runs away, wanting to go to the MoomStone bit instead staying at what in the future will become Barly and Ravenpaw's farm. After staying a moon, the tortoiseshell, who he thins is from StarClan, has learned is named Mapleshade, tells him to go back to his Clan, which he does. Later, she tells him he willl be leader one day, and makes him promise to put his clan above all other things. He agrees.This is only the first few of many wonderfull capters. I think it is tied with Yellowfang's Secret as the best Warriors book yet."
doc00920,book,valid,"I have been a major fan of Wurts since she co-wrote the ""Empire"" series with Feist. I love Feist, and Wurts/Feist combined remains one of my all-time favorite trilogies.Wurts writes female characters very well. They feel real, and not contrived. They have real emotions and deal with real issues, without reducing them to stereotypes, the princess who needs rescue, the evil conniving woman, the hysterical victim.This is the first volume of a follow-up to a very good trilogy, set centuries back, yet has the same characters due to their long lives.This ""fast forward"" affords us a chance to remain with the basic underlying premise of the earlier trilogy, but set with new dilemmas and problems facing our heroine.If you like Wurts, and you like this series/setting, then you'll definitely want to pick up this book."
doc05373,book,valid,"there are plenty of reasons to resent this book but i really liked it.  audacious in form, it captures a strong emotional tone in a story about urban werewolves in l.a. with so many similar books on the market i have to respect something this original."
doc02565,book,train,"I have enjoyed this entire series.  I watched the Hills, so found Lauren Conrad' s inside knowledge of how filming a ""reality"" series makes this fiction actually worth reading.  My opinion is that she wanted people to have an idea what it could be like.  I would recommend this to anyone that enjoyed Laguna Beach or The Hills or enjoys Lauren Conrad.I think if you liked book one...buy book two...and so on.  If not...then stop after the first one.  SORRY...I am not helpful."
doc05122,book,train,"This was a hand me down book from my MIL so it was not purchased.  I make my comments based by someone who didn't have to pay for the book.  I'm not sure if I've read Lowell before or not.  If I have, it wasn't good enough to remember it.  Die In Plain Sight was ok. I have to agree with other reviewers that mentioned the chemistry between any of the characters isn't well developed which makes it harder to believe.  I read quickly because I wanted to know how the mystery unfolded itself but as the story moves on you can tell one of the twists easily.  It's entertaining if you need a book to read and like juicy/mystery books.  I wouldn't go out of my way to purchase it, but it was handy to read when I didn't have anything else."
doc07939,book,train,"I don't like to see books receive negative reviews based on limited knowledge.  For example, Dag IS a Scandinavian goddess:Dag (Scandinavian) Goddess of the day; daughter of Nat, goddess of the night. Dag rides across the heavens on her horse, Skenfaxi, whose mane shines so brightly that it lights heaven and earth.There are also several sources that claim Idun was born of flowers.  Even if this is not an agreed aspect of Idun, such a minor account doesn't detract from the excerpt about her.Regarding Voluspa, she is a goddess and it is possible that her name is another for Freyja.  Her name means ""gold intoxication.""The myths that surround the gods and goddesses were not intended to reflect modern feminist attitudes.  It is unwise to change aspects of ancient gods because they assail the modern thinking of some.Don't let misinformation sway you from getting this delightful book.  It is not a book of ancient history or an encyclopedia of goddesses; it is book to help the reader begin each day with wonderful inspirations that will set the tone for one's day."
doc00322,book,valid,"If you've enjoyed Will Adams' earlier novels then you are sure to enjoy this sequel.  If not, then you really should read the earlier stories or at least ""The Lost Labyrinth"" to get the most out of ""The Eden Legacy"".Madagascar is a refreshing break from the Eastern Mediterranean past, as Daniel Knox works to establish his new life with a new identity after his earlier activities have left him with a massive price on his head.  Will Adams evocatively conjures up the people and the unique island environment as he again uses his hero to bring to light interesting challenges to accepted maritime exploration history, along with the usual treasure to again portray the fight between greed and knowledge.Thankfully, there are less characters to keep straight than in his earlier works as the story builds to the trademark exciting climax, with many twists and turns along the way.  I found some annoying editorial slips detracted occasionally, but otherwise this was a thoroughly enjoyable read."
doc03185,book,valid,"This is one of the best books I've ever read. The Death-Defying Pepper Roux combines delightful, heart-warming whimsy with sudden bursts of reality to lead the reader into odd and surprising adventures. You can never guess which way this story will go, making this a children's book that adults will also treasure. A classic."
doc08661,book,train,Me and my husband are both fans of new girl.  I bought him this book and he loves it.  It's a fun book and if you love the show you should get it!
doc00505,book,train,I thought this book was great. It looks at the double standard that is the slut label in America. A good read for women as well as men.
doc05720,book,train,"My grandsons and I have not yet found a Mo Willems book we don't love! Even the 11-year-old enjoys Willems' books. The books are written in such a way that the reader is almost forced to read with expression, and my grandson's oral reading skills have improved as he reads these books to his younger brother and to younger children in the neighborhood."
doc01634,book,train,"This ""historical"" novel did not have enough good meaty historical information.  It just is a very light, flimsy story and left me a bit frustrated because frankly it just wasn't very good. Not recommended."
doc00602,book,train,"this is an awesome book that you will read time and again. It's just so beautifully thought out, it is amazing."
doc07716,book,train,"I bought this book because I had read ""Saving Graces"" and wanted to see if Gaffney's power with the written word would be consistent.I also find myself tired of seeing so many books that are solely based on romance. Is that all women care about? Not this one.Gaffney has an exceptional talent for inhabiting the mind of her characters and speaking distinctively as she writes each character.All three protagonists in this novel are strong, complex, likeable and dislikeable.All three are real.All three are dealing with a variety of players, different challenges in different stages of life.  It was effortless to feel compassion, anger, laugh and cry with each of them.While the main point of the book is to be a study of the relationship of three generations of women in the same family, I saw it as an additionally strong study in personal evolution through challenging situations and everyday situations.I saw the responses as realistically human just as each character was realistically human.Some examples of Gaffney's word weavings which I found especially enjoyable:page 66:""Brian's job becoming, at least it had accomplished what my mother, guilt over Ruth, and 50 milligrams of Zoloft hadn't been able to: my return to the real world.  Half of me might be in the ether, zoned out and inattentive, mired in the old grief and guilt that a death in the family brings - naturally - but the other half was coping.  It was a start.""page 101:""Sex weas different -- he could and did make love in the face-to-face position -- but for everyday, standing-up, fully clothed affection he literally couldn't face me.""Ruth, the youngest woman, made this observation that stirred me:""My mouth was making too much water, I couldn't swallow fast enough.""  (This was right before she became ill).There is much, much richness... I suggest you read it for yourself....."
doc02832,book,valid,"I'm not sure how anyone who has read Robin Hobb's prior books, not just this trilogy but the three others she's written, can read this book and say it disapoints and isn't as good as the others.I mean OK folks can certainly have their opinion but to me this books is just as good as the other books in the Soldiars Son trilogy and on equal footing with her other trilogy finale books.What I truly enjoy about her characters is that they become so real for me, they aren't 100% good or bad and they are always ruled by events and the stuff that life throws at them and are ultimately just as fallible as we real world humans are. I love that, it is her style and the tone she has used from the very fist book she wrote; ""Assasin's Aprentice"". (Well as Robin Hobb anyway.)I enjoyed this book completely I enjoyed the trials Nevarre went through I was sad, angry, and happy at all the times the author was hoping I would be. Just as with her other books I wanted more.And there is some thing sooo gratifying about her endings...even if they don't always end 100% happy, they still have a good ""wrapped up"" quality so that you pretty much know, while there could be more to the story, you can stop reading without any burning questions of: what about this?I look forward to her next books, I don't buy many hard backs but her books have become one of the my must haves!"
doc02190,book,valid,"I have heard about Volumetrics for years, but have previously discounted it. I decided to buy the book after discovering the weight loss app Noom, which is based on Volumetrics eating. I don't need to lose a lot of weight, and I eat a healthful vegan diet, but I have struggled with cravings in the past year and needed something to help me feel more accountable. Noom and Volumetrics are so simple that my nine-year-old son can easily identify a &#34;green&#34; food and pays attention to this when making food choices. I have moved away from trying to eat the smallest portions possible and the feelings of deprivation that go with that and have applied the Volumetrics approach to my vegan lifestyle to eat generous servings of &#34;green&#34; foods and to minimize &#34;red&#34; foods. I eat few of those anyway--mostly just nut butters--but the Volumetrics approach to eating helps me to emphasize the lower-calorie foods. I am really happy to have discovered the value of both Noom and Volumetrics."
doc01030,book,train,"For those who might already have read H.P. Lovecraft, or for those who wish an introduction to this American master, Tales of H.P. Lovecraft: Major Works has assembled what is probably his best and certainly most famous stories. The editorship and introductory commentary by Joyce Carol Oates might come as a surprise to anyone unfamiliar with the fact this celebrated author was herself presented with the Bram Stoker Award, which recognizes excellence in  horror fiction. While Oates' insights certainly enhance this book, they also demonstrate her far-reaching literary appreciations, and help to prove conclusively that Lovecraft, a once-forgotten pulp fiction writer, truly was among his nation's best and most imaginative storytellers."
doc00243,book,train,I found many thought provoking chapters in this book.  It goes beyond all the pathology studies you find in school books.
doc03734,book,valid,Benjamin Franklin: A Man of Many Talents is well written and easy to read. The book quickly covers many of the important events from Franklin's life. The artwork is relevant and colorful. This book will make a great addition to any family's or school's history library!
doc03983,book,valid,"this book is like what I wanted Joan Didion's White Album to be (and almost was but not quite) - a period of time distilled into super-interesting observations and anecdotes, artistically arranged - as startling as poetry but with the addictive power of prose - i couldn't put it down!"
